BRAND,MODEL,VARIAN,BODY TYPE,HARGAOTR,HORSE POWER (HP),TORQUE (Nm),GROUND CLEARENCE,CHASSIS,EV_RANGE_KM,BATTERY (KWH),CC,TRANSMISSION,FUEL,WEIGHT (GVW),WHEEL (Inch),TYRE,WHEELBASE,LONG,WIDTH,HEIGHT,SEAT,DRIVE_SYS,DOOR,AIRBAGS,ABS,EBD,ESC,TCS,AEB,ACC,LKA,RCTA,ACC_STOP_GO,LANE_CENTERING,DRIVER_MONITOR_CAMERA,PARK_SENSOR_FRONT,PARK_SENSOR_REAR,REAR_CAMERA,CAMERA_360,TRUNK_CAPACITY_LITER,TIPE_SUSPENSI_BELAKANG,COMPRESSION_RATIO,TIPE_BATERAI,TILT_TELESCOPIC_STEERING,APPLE_CARPLAY,ANDROID_AUTO,LEATHER_SEAT,PARKING_BRAKE,AUTO_HOLD,WIRELESS_CHARGER,SOFT_TOUCH_INTERIOR,SUNROOF,POWER_TAILGATE,ELECTRIC_SEAT,AMBIENT_LIGHT,HEADLAMP,AIR_SUSPENSION,VENTILATED_SEAT,MASSAGE_SEAT,REAR_SEAT_ENTERTAINMENT,SOFT_CLOSE_DOOR,HEAD_UP_DISPLAY,REAR_LAMP,SPEEDOMETER,TOTAL_2025,raw_feature_points,SCORE_FEATURE,SCORE_SAFETY,SCORE_PERFORMANCE,SCORE_POPULARITY,SCORE_VALUE
GWM,ORA 03,400 PRO,Hatchback,633000000,143,210,145,Monocoque,400,47.8,0,Single Speed,BEV,1940,18,215/50,2650,4235,1825,1596,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,228,Torsion Beam,0.0,LFP,Lengkap,Wired,Wired,Synthetic Leather,Electric,Yes,Yes,Yes,Panoramic,No,Yes (Driver),No,LED,No,No,No,No,No,No,LED,Digital,383,9,5.3,7.5,2.0,0.2,3.9
GWM,ORA 07,PERFORMANCE AWD,Sedan,654800000,402,680,125,Monocoque,480,83.5,0,Single Speed,BEV,2155,19,235/45,2870,4871,1862,1500,5,AWD,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,333,Multi-link,0.0,NMC,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,Yes (Front),Yes (Front),No,No,Yes,LED,Digital,20,15,8.8,7.5,6.1,0.0,5.7
GWM,TANK 300,DIESEL 4X2,SUV,598000000,180,480,224,Ladder Frame,0,0.0,2400T,AT,Diesel,2150,17,265/65,2750,4760,1930,1903,5,RWD,5,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,400,Rigid Axle,16.3,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Moonroof,No,Yes (Driver),Yes,LED,No,No,No,No,No,No,LED,Digital,229,5,2.9,4.2,3.6,0.1,3.0
GWM,TANK 300,DIESEL 4X4,SUV,658000000,180,480,224,Ladder Frame,0,0.0,2400T,AT,Diesel,2180,18,265/60,2750,4760,1930,1903,5,4X4,5,6,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,400,Rigid Axle,16.3,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Moonroof,No,Yes (Front),Yes,LED,No,Yes (Front),Yes (Driver),No,No,No,LED,Digital,363,8,4.7,5.8,3.6,0.2,3.6
GWM,TANK 300,HEV 4X4,SUV,833888000,342,648,224,Ladder Frame,2,1.7,2000T,AT,HEV,2310,18,265/60,2750,4760,1930,1903,5,4X4,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,400,Rigid Axle,10.0,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Moonroof,No,Yes (Front),Yes,LED,No,Yes (Front),Yes (Driver),No,No,No,LED,Digital,241,13,7.6,7.5,5.6,0.1,4.2
GWM,TANK 500,HEV 4X4,SUV,1196000000,342,648,224,Ladder Frame,2,1.7,2000T,AT,HEV,2535,20,265/50,2850,5078,1934,1905,7,4X4,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98,Rigid Axle,10.0,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front & Rear),Yes,LED,No,Yes (Front & Rear),Yes (Front & Rear),No,No,Yes,LED,Digital,178,15,8.8,7.5,5.6,0.1,3.1
HONDA,BR-V,E CVT,SUV,318400000,121,145,220,Monocoque,0,0.0,1500,CVT,Petrol,1820,16,215/60,2700,4490,1780,1685,7,FWD,5,4,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,244,Torsion Beam,10.6,-,Tilt,Wired,Wired,Fabric,Manual,No,No,No,,No,No,No,LED,No,No,No,No,No,No,LED,Analog,270,2,1.2,5.0,1.5,0.1,4.1
HONDA,BR-V,E MT,SUV,317800000,121,145,220,Monocoque,0,0.0,1500,MT,Petrol,1800,16,215/60,2700,4490,1780,1685,7,FWD,5,4,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,244,Torsion Beam,10.6,-,Tilt,Wired,Wired,Fabric,Manual,No,No,No,,No,No,No,LED,No,No,No,No,No,No,LED,Analog,660,2,1.2,5.0,1.5,0.3,4.1
HONDA,BR-V,PRESTIGE CVT,SUV,342400000,121,145,220,Monocoque,0,0.0,1500,CVT,Petrol,1830,17,215/55,2700,4490,1780,1685,7,FWD,5,4,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,244,Torsion Beam,10.6,-,Tilt,Wired,Wired,Leather,Manual,No,No,Yes,,No,No,No,LED,No,No,No,No,No,No,LED,Analog,2579,2,1.2,5.0,1.5,1.2,3.8
HONDA,BR-V,PRESTIGE HONDA SENSING,SUV,362400000,121,145,220,Monocoque,0,0.0,1500,CVT,Petrol,1840,17,215/55,2700,4490,1780,1685,7,FWD,5,6,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,244,Torsion Beam,10.6,-,Tilt,Wired,Wired,Leather,Manual,No,No,Yes,,No,No,No,LED,No,No,No,No,No,No,LED,Analog,684,5,2.9,6.7,1.5,0.3,5.2
HONDA,BR-V,S MT,SUV,302300000,121,145,220,Monocoque,0,0.0,1500,MT,Petrol,1790,16,215/60,2700,4490,1780,1685,7,FWD,5,4,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,244,Torsion Beam,10.6,-,Tilt,Wired,Wired,Fabric,Manual,No,No,No,,No,No,No,LED,No,No,No,No,No,No,LED,Analog,20,2,1.2,5.0,1.5,0.0,4.3
HONDA,BRIO,RS CVT,City Car,263200000,90,110,165,Monocoque,0,0.0,1200,CVT,Petrol,1530,15,185/55,2405,3815,1680,1485,5,FWD,5,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,258,Torsion Beam,10.1,-,Tilt,Wired,Wired,Fabric,Manual,No,No,No,,No,No,No,LED,No,No,No,No,No,No,LED,Analog,270,2,1.2,2.5,1.1,0.1,3.1
HONDA,BRIO,RS MT,City Car,253200000,90,110,165,Monocoque,0,0.0,1200,MT,Petrol,1515,15,185/55,2405,3815,1680,1485,5,FWD,5,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,258,Torsion Beam,10.1,-,Tilt,Wired,Wired,Fabric,Manual,No,No,No,,No,No,No,LED,No,No,No,No,No,No,LED,Analog,2767,2,1.2,2.5,1.1,1.3,3.2
HONDA,BRIO,SATYA E CVT,City Car,200400000,90,110,165,Monocoque,0,0.0,1200,CVT,Petrol,1510,14,175/65,2405,3815,1680,1485,5,FWD,5,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,258,Torsion Beam,10.1,-,Tilt,,,Fabric,Manual,No,No,No,,No,No,No,Halogen,No,No,No,No,No,No,Halogen,Analog,7975,0,0.0,2.5,1.1,3.8,3.1
HONDA,BRIO,SATYA E MT,City Car,184800000,90,110,165,Monocoque,0,0.0,1200,MT,Petrol,1490,14,175/65,2405,3815,1680,1485,5,FWD,5,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,258,Torsion Beam,10.1,-,Tilt,,,Fabric,Manual,No,No,No,,No,No,No,Halogen,No,No,No,No,No,No,Halogen,Analog,20968,0,0.0,2.5,1.1,10.0,3.3
HONDA,BRIO,SATYA S MT,City Car,171100000,90,110,165,Monocoque,0,0.0,1200,MT,Petrol,1480,14,175/65,2405,3815,1680,1485,5,FWD,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,258,Torsion Beam,10.1,-,Tilt,,,Fabric,Manual,No,No,No,,No,No,No,Halogen,No,No,No,No,No,No,Halogen,Analog,1253,0,0.0,2.5,1.1,0.6,3.6
HONDA,CITY,1.5 L SENSING,Sedan,402000000,121,145,165,Monocoque,0,0.0,1500,CVT,Petrol,1675,16,185/55,2600,4553,1748,1467,5,FWD,4,6,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,519,Torsion Beam,10.6,-,Lengkap,Wired,Wired,Leather,Manual,No,No,Yes,,No,No,No,LED,No,No,No,No,No,No,LED,Analog,0,5,2.9,6.7,1.5,0.0,4.6
HONDA,CITY HATCHBACK,RS CVT HONDA SENSING,Hatchback,384500000,121,145,135,Monocoque,0,0.0,1500,CVT,Petrol,1768,16,185/55,2600,4349,1748,1488,5,FWD,5,6,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,289,Torsion Beam,10.6,-,Lengkap,Wired,Wired,Leather,Manual,No,No,Yes,,No,No,No,LED,No,No,No,No,No,No,LED,Analog,453,5,2.9,6.7,1.5,0.2,4.9
HONDA,CIVIC,RS 1.5 TURBO,Sedan,616800000,178,240,134,Monocoque,0,0.0,1500T,CVT,Petrol,1905,17,215/50,2735,4678,1802,1415,5,FWD,4,6,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,495,Multi-link,10.3,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,No,Yes,,No,Yes (Driver),Yes,LED,No,No,No,No,No,No,LED,Digital,3,9,5.3,6.7,2.4,0.0,3.9
HONDA,CIVIC,RS E:HEV,Sedan,699000000,203,315,134,Monocoque,2,1.05,2000,CVT,HEV,2067,17,215/50,2735,4681,1802,1415,5,FWD,4,6,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,410,Multi-link,13.9,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,,No,Yes (Front),Yes,LED,No,No,No,No,No,No,LED,Digital,240,10,5.9,6.7,2.9,0.1,3.7
HONDA,CIVIC,TYPE R (FL5),Hatchback,1445000000,315,420,123,Monocoque,0,0.0,2000T,MT,Petrol,1979,19,265/30,2735,4593,1890,1407,4,FWD,5,8,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,410,Multi-link,9.8,-,Lengkap,Wireless,Wireless,Suede,Electric,Yes,Yes,Yes,,No,No,Yes,LED,No,No,No,No,No,No,LED,Digital,5,8,4.7,8.3,4.2,0.0,2.0
HONDA,CR-V,1.5 L TURBO,SUV,759000000,190,240,198,Monocoque,0,0.0,1500T,CVT,Petrol,2200,18,235/60,2660,4691,1866,1681,7,FWD,5,8,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,150,Multi-link,10.3,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Driver),Yes,LED,No,No,No,No,No,No,LED,Digital,330,11,6.5,7.5,2.5,0.2,3.6
HONDA,CR-V,2.0 RS E:HEV,SUV,814400000,207,335,198,Monocoque,2,1.1,2000,CVT,HEV,1790,19,235/55,2701,4691,1866,1681,5,FWD,5,8,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,581,Multi-link,13.9,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front & Memory),Yes,LED,No,No,No,No,No,Yes,LED,Digital,150,12,7.1,7.5,3.1,0.1,3.6
HONDA,HR-V,1.5 E CVT,SUV,401000000,121,145,196,Monocoque,0,0.0,1500,CVT,Petrol,1800,17,215/60,2610,4330,1790,1590,5,FWD,5,4,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,304,Torsion Beam,10.6,-,Lengkap,Wired,Wired,Synthetic Leather,Electric,Yes,No,Yes,,No,No,No,LED,No,No,No,No,No,No,LED,Analog,580,6,3.5,5.8,1.5,0.3,4.6
HONDA,HR-V,1.5 E+ CVT,SUV,423600000,121,145,196,Monocoque,0,0.0,1500,CVT,Petrol,1810,17,215/60,2610,4330,1790,1590,5,FWD,5,4,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,304,Torsion Beam,10.6,-,Lengkap,Wired,Wired,Synthetic Leather,Electric,Yes,No,Yes,,No,No,No,LED,No,No,No,No,No,No,LED,Analog,2042,6,3.5,5.8,1.5,1.0,4.3
HONDA,HR-V,1.5 RS TURBO,SUV,540300000,177,240,196,Monocoque,0,0.0,1500T,CVT,Petrol,1900,18,225/50,2610,4385,1790,1590,5,FWD,5,6,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,304,Torsion Beam,10.6,-,Lengkap,Wired,Wired,Leather,Electric,Yes,No,Yes,,Yes,No,No,LED,No,No,No,No,No,No,LED,Digital,31,7,4.1,6.7,2.4,0.0,4.1
HONDA,HR-V,1.5 SE (SPECIAL EDITION),SUV,424600000,121,145,196,Monocoque,0,0.0,1500,CVT,Petrol,1830,18,225/50,2610,4330,1790,1590,5,FWD,5,4,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,304,Torsion Beam,10.6,-,Lengkap,Wired,Wired,Synthetic Leather,Electric,Yes,No,Yes,Panoramic,No,No,No,LED,No,No,No,No,No,No,LED,Analog,3159,6,3.5,5.8,1.5,1.5,4.3
HONDA,HR-V,E:HEV (HYBRID),SUV,449000000,131,253,196,Monocoque,2,1.0,1500,CVT,HEV,1930,17,215/60,2610,4330,1790,1590,5,FWD,5,4,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,304,Torsion Beam,13.5,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Driver),No,LED,No,No,No,No,No,No,LED,Digital,3212,9,5.3,5.8,2.2,1.5,5.0
HONDA,HR-V,RS E:HEV (HYBRID),SUV,488000000,131,253,196,Monocoque,2,1.0,1500,CVT,HEV,1950,18,225/50,2610,4385,1790,1590,5,FWD,5,6,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,304,Torsion Beam,13.5,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Driver),No,LED,No,No,No,No,No,No,LED,Digital,2828,9,5.3,6.7,2.2,1.3,4.8
HONDA,STEP WGN,E:HEV,MPV,629000000,184,315,155,Monocoque,2,1.0,2000,CVT,HEV,1840,16,205/60,2890,4830,1750,1840,7,FWD,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,300,Torsion Beam,13.5,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,,Yes,No,Yes,LED,No,No,No,Yes,No,No,LED,Digital,504,12,7.1,7.5,2.8,0.2,4.6
HONDA,WR-V,1.5 E CVT,SUV,295700000,121,145,220,Monocoque,0,0.0,1500,CVT,Petrol,1670,16,215/60,2481,4060,1780,1608,5,FWD,5,4,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,380,Torsion Beam,10.6,-,Tilt,Wired,Wired,Fabric,Manual,No,No,No,,No,No,No,Halogen,No,No,No,No,No,No,LED,Analog,90,2,1.2,5.0,1.5,0.0,4.4
HONDA,WR-V,1.5 E MT,SUV,285700000,121,145,220,Monocoque,0,0.0,1500,MT,Petrol,1650,16,215/60,2481,4060,1780,1608,5,FWD,5,4,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,380,Torsion Beam,10.6,-,Tilt,Wired,Wired,Fabric,Manual,No,No,No,,No,No,No,Halogen,No,No,No,No,No,No,LED,Analog,240,2,1.2,5.0,1.5,0.1,4.5
HONDA,WR-V,1.5 RS,SUV,315700000,121,145,220,Monocoque,0,0.0,1500,CVT,Petrol,1690,17,215/55,2481,4060,1780,1608,5,FWD,5,4,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,380,Torsion Beam,10.6,-,Tilt,Wired,Wired,Synthetic Leather,Manual,No,No,Yes,,No,No,No,LED,No,No,No,No,No,No,LED,Analog,2676,2,1.2,5.0,1.5,1.3,4.1
HONDA,WR-V,1.5 RS HONDA SENSING,SUV,335700000,121,145,220,Monocoque,0,0.0,1500,CVT,Petrol,1700,17,215/55,2481,4060,1780,1608,5,FWD,5,6,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,380,Torsion Beam,10.6,-,Tilt,Wired,Wired,Synthetic Leather,Manual,No,No,Yes,,No,No,No,LED,No,No,No,No,No,No,LED,Analog,1415,5,2.9,6.7,1.5,0.7,5.6
HYUNDAI,ALL NEW SANTA FE,GASOLINE 2.5 8AT CALLIGRAPHY,SUV,784500000,191,246,177,Monocoque,0,0.0,2497,AT,Petrol,1980,21,245/45,2815,4830,1900,1770,7,FWD,5,6,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,413,Multi-link,13.0,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front & Memory),Yes,LED,No,Yes (Front),Yes (Front),No,No,Yes,LED,Digital,239,14,8.2,7.5,2.5,0.1,3.9
HYUNDAI,ALL NEW SANTA FE,GASOLINE 2.5 8AT PRIME,SUV,699000000,191,246,177,Monocoque,0,0.0,2497,AT,Petrol,1950,20,255/45,2815,4830,1900,1770,7,FWD,5,6,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,413,Multi-link,13.0,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,,Yes,Yes (Driver),Yes,LED,No,No,No,No,No,No,LED,Digital,113,6,3.5,5.8,2.5,0.1,2.8
HYUNDAI,ALL NEW SANTA FE,HEV 1.6T 6AT CALLIGRAPHY,SUV,869600000,235,367,177,Monocoque,0,1.49,1598T,AT,HEV,2060,20,255/45,2815,4830,1900,1770,7,FWD,5,6,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,413,Multi-link,10.5,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front & Memory),Yes,LED,No,Yes (Front),Yes (Front),No,No,Yes,LED,Digital,1177,14,8.2,7.5,3.4,0.6,3.7
HYUNDAI,ALL NEW SANTA FE,HEV 1.6T 6AT PRIME,SUV,786300000,235,367,177,Monocoque,0,1.49,1598T,AT,HEV,2050,20,255/45,2815,4830,1900,1770,7,FWD,5,6,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,413,Multi-link,10.5,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,,Yes,Yes (Driver),Yes,LED,No,No,No,No,No,No,LED,Digital,50,6,3.5,5.8,3.4,0.0,2.7
HYUNDAI,CRETA,ACTIVE 1.5 MT (OLD),SUV,297300000,115,144,200,Monocoque,0,0.0,1500,MT,Petrol,1615,17,215/60,2610,4315,1790,1630,5,FWD,5,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,416,Torsion Beam,10.5,-,Tilt,Wireless,Wireless,Fabric,Manual,No,No,No,,No,No,No,Halogen,No,No,No,No,No,No,Halogen,Analog,1,2,1.2,4.2,1.5,0.0,3.9
HYUNDAI,CRETA,ALPHA 1.5 IVT (OLD),SUV,421800000,115,144,200,Monocoque,0,0.0,1500,CVT,Petrol,1660,17,215/60,2610,4315,1790,1630,5,FWD,5,6,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,416,Torsion Beam,10.5,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,No,No,Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital,153,7,4.1,7.5,1.5,0.1,5.2
HYUNDAI,CRETA,PRIME 1.5 IVT (OLD),SUV,416800000,115,144,200,Monocoque,0,0.0,1500,CVT,Petrol,1660,17,215/60,2610,4315,1790,1630,5,FWD,5,6,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,416,Torsion Beam,10.5,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,No,No,Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital,231,7,4.1,7.5,1.5,0.1,5.3
HYUNDAI,CRETA,PRIME 1.5 TWO TONE (OLD),SUV,419800000,115,144,200,Monocoque,0,0.0,1500,CVT,Petrol,1660,17,215/60,2610,4315,1790,1630,5,FWD,5,6,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,416,Torsion Beam,10.5,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,No,No,Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital,315,7,4.1,7.5,1.5,0.2,5.2
HYUNDAI,CRETA FL,ACTIVE 1.5 MT,SUV,299700000,115,144,200,Monocoque,0,0.0,1500,MT,Petrol,1615,17,215/60,2610,4330,1790,1635,5,FWD,5,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,433,Torsion Beam,10.5,-,Tilt,Wireless,Wireless,Fabric,Manual,No,No,No,,No,No,No,Halogen,No,No,No,No,No,No,Halogen,Digital,10,2,1.2,4.2,1.5,0.0,3.8
HYUNDAI,CRETA FL,ALPHA 1.5 IVT (MATTE),SUV,455000000,115,144,200,Monocoque,0,0.0,1500,CVT,Petrol,1660,17,215/60,2610,4330,1790,1635,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,433,Torsion Beam,10.5,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,No,Yes (Driver),Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital,7,10,5.9,7.5,1.5,0.0,5.5
HYUNDAI,CRETA FL,ALPHA 1.5 TWO TONE,SUV,455000000,115,144,200,Monocoque,0,0.0,1500,CVT,Petrol,1660,17,215/60,2610,4330,1790,1635,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,433,Torsion Beam,10.5,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,No,Yes (Driver),Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital,52,10,5.9,7.5,1.5,0.0,5.5
HYUNDAI,CRETA FL,N LINE 1.5 IVT,SUV,460500000,115,144,200,Monocoque,0,0.0,1500,CVT,Petrol,1665,18,215/60,2610,4330,1790,1635,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,433,Torsion Beam,10.5,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,No,Yes (Driver),Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital,495,12,7.1,7.5,1.5,0.2,5.8
HYUNDAI,CRETA FL,N LINE 1.5 TURBO,SUV,507280000,160,253,200,Monocoque,0,0.0,1500T,DCT,Petrol,1700,18,215/60,2610,4330,1790,1635,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,433,Torsion Beam,10.5,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,No,Yes (Driver),Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital,1882,12,7.1,7.5,2.3,0.9,5.6
HYUNDAI,CRETA FL,N LINE 1.5 TURBO TWO TONE,SUV,510280000,160,253,200,Monocoque,0,0.0,1500T,DCT,Petrol,1700,18,215/60,2610,4330,1790,1635,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,433,Torsion Beam,10.5,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,No,Yes (Driver),Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital,99,12,7.1,7.5,2.3,0.0,5.6
HYUNDAI,CRETA FL,N LINE 1.5 TWO TONE,SUV,463500000,115,144,200,Monocoque,0,0.0,1500,CVT,Petrol,1665,18,215/60,2610,4330,1790,1635,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,433,Torsion Beam,10.5,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,No,Yes (Driver),Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital,208,12,7.1,7.5,1.5,0.1,5.8
HYUNDAI,CRETA FL,PRIME 1.5 IVT,SUV,426940000,115,144,200,Monocoque,0,0.0,1500,CVT,Petrol,1660,17,215/60,2610,4330,1790,1635,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,433,Torsion Beam,10.5,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,No,Yes (Driver),Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital,553,10,5.9,7.5,1.5,0.3,5.8
HYUNDAI,CRETA FL,PRIME 1.5 TWO TONE,SUV,429940000,115,144,200,Monocoque,0,0.0,1500,CVT,Petrol,1660,17,215/60,2610,4330,1790,1635,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,433,Torsion Beam,10.5,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,No,Yes (Driver),Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital,581,10,5.9,7.5,1.5,0.3,5.8
HYUNDAI,CRETA FL,STYLE 1.5 IVT,SUV,396640000,115,144,200,Monocoque,0,0.0,1500,CVT,Petrol,1660,17,215/60,2610,4330,1790,1635,5,FWD,5,6,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,433,Torsion Beam,10.5,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,No,No,Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital,188,5,2.9,6.7,1.5,0.1,4.7
HYUNDAI,CRETA FL,TREND 1.5 IVT,SUV,352140000,115,144,200,Monocoque,0,0.0,1500,CVT,Petrol,1640,17,215/60,2610,4330,1790,1635,5,FWD,5,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,433,Torsion Beam,10.5,-,Lengkap,Wireless,Wireless,Fabric,Electric,Yes,No,Yes,,No,No,No,LED,No,No,No,No,No,No,LED,Digital,424,2,1.2,4.2,1.5,0.2,3.3
HYUNDAI,CRETA FL,TREND 1.5 MT,SUV,331640000,115,144,200,Monocoque,0,0.0,1500,MT,Petrol,1615,17,215/60,2610,4330,1790,1635,5,FWD,5,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,433,Torsion Beam,10.5,-,Lengkap,Wireless,Wireless,Fabric,Electric,Yes,No,Yes,,No,No,No,LED,No,No,No,No,No,No,LED,Digital,21,2,1.2,4.2,1.5,0.0,3.5
HYUNDAI,IONIQ 5,N (HIGH PERFORMANCE),Crossover,1369000000,650,770,142,Monocoque,448,84.0,0,Single Speed,BEV,2660,21,275/35,3000,4715,1940,1585,5,AWD,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,480,Multi-link,0.0,NMC,Lengkap,Wired,Wired,Suede,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,Yes (Front),No,No,No,Yes,LED,Digital,20,14,8.2,7.5,8.2,0.0,2.9
HYUNDAI,IONIQ 5,PRIME LONG RANGE,Crossover,777000000,217,350,160,Monocoque,481,72.6,0,Single Speed,BEV,2430,19,235/55,3000,4635,1890,1605,5,RWD,5,6,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,527,Multi-link,0.0,NMC,Lengkap,Wired,Wired,Leather,Electric,Yes,Yes,Yes,,Yes,Yes (Driver),Yes,LED,No,No,No,No,No,No,LED,Digital,30,6,3.5,5.8,3.2,0.0,2.7
