BRAND,MODEL,VARIAN,BODY TYPE,HARGAOTR,HORSE POWER (HP),TORQUE (Nm),GROUND CLEARENCE,CHASSIS,EV_RANGE_KM,BATTERY (KWH),CC,TRANSMISSION,FUEL,WEIGHT (GVW),WHEEL (Inch),TYRE,WHEELBASE,LONG,WIDTH,HEIGHT,SEAT,DRIVE_SYS,DOOR,AIRBAGS,ABS,EBD,ESC,TCS,AEB,ACC,LKA,RCTA,ACC_STOP_GO,LANE_CENTERING,DRIVER_MONITOR_CAMERA,PARK_SENSOR_FRONT,PARK_SENSOR_REAR,REAR_CAMERA,CAMERA_360,TRUNK_CAPACITY_LITER,TIPE_SUSPENSI_BELAKANG,COMPRESSION_RATIO,TIPE_BATERAI,TILT_TELESCOPIC_STEERING,APPLE_CARPLAY,ANDROID_AUTO,LEATHER_SEAT,PARKING_BRAKE,AUTO_HOLD,WIRELESS_CHARGER,SOFT_TOUCH_INTERIOR,SUNROOF,POWER_TAILGATE,ELECTRIC_SEAT,AMBIENT_LIGHT,HEADLAMP,AIR_SUSPENSION,VENTILATED_SEAT,MASSAGE_SEAT,REAR_SEAT_ENTERTAINMENT,SOFT_CLOSE_DOOR,HEAD_UP_DISPLAY,REAR_LAMP,SPEEDOMETER,TOTAL_2025,raw_feature_points,SCORE_FEATURE,SCORE_SAFETY,SCORE_PERFORMANCE,SCORE_POPULARITY,SCORE_VALUE
AION,HYPTEC HT,PREMIUM,SUV,685000000,335,430,150,Monocoque,620,83.0,0,Single Speed,BEV,2400,20,245/50,2935,4935,1920,1700,5,RWD,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,672,Multi-link,0.0,LFP,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front & Rear Backrest),Yes,LED,No,Yes (Front),Yes (Front & Rear),No,Yes,Yes,LED,Digital,1914,16,9.4,7.5,4.4,0.9,5.2
AION,HYPTEC HT,ULTRA (GULLWING),SUV,835000000,335,430,150,Monocoque,620,83.0,0,Single Speed,BEV,2470,20,245/50,2935,4935,1920,1700,5,RWD,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,672,Multi-link,0.0,LFP,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front & Rear Backrest),Yes,LED,No,Yes (Front),Yes (Front & Rear),No,Yes,Yes,LED,Digital,0,16,9.4,7.5,4.4,0.0,4.3
AION,UT,PREMIUM,Hatchback,363000000,201,210,150,Monocoque,500,60.0,0,Single Speed,BEV,2050,17,215/55,2750,4270,1850,1575,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,440,Torsion Beam,0.0,LFP,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Driver),Yes,LED,No,No,No,No,No,No,LED,Digital,1087,11,6.5,7.5,2.4,0.5,7.6
AION,V,EXCLUSIVE,SUV,449000000,181,240,160,Monocoque,505,64.5,0,Single Speed,BEV,2250,18,225/55,2775,4605,1854,1660,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,427,Multi-link,0.0,LFP,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Driver),Yes,LED,No,No,No,No,No,No,LED,Digital,101,11,6.5,7.5,2.4,0.0,6.1
AION,V,LUXURY,SUV,489000000,201,240,160,Monocoque,602,75.3,0,Single Speed,BEV,2320,19,225/45,2775,4605,1854,1660,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,427,Multi-link,0.0,LFP,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,Yes (Front),Yes (Front),No,No,No,LED,Digital,2986,14,8.2,7.5,2.5,1.4,6.3
AION,Y PLUS,EXCLUSIVE,MPV,419000000,201,225,150,Monocoque,410,50.6,0,Single Speed,BEV,2235,17,215/55,2750,4535,1870,1650,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,405,Torsion Beam,0.0,LFP,Lengkap,Wired,Wired,Synthetic Leather,Electric,Yes,No,Yes,Panoramic,No,Yes (Driver),Yes,LED,No,No,No,No,No,No,LED,Digital,602,9,5.3,7.5,2.5,0.3,6.1
AION,Y PLUS,PREMIUM,MPV,479000000,201,225,150,Monocoque,490,63.2,0,Single Speed,BEV,2300,18,215/50,2750,4535,1870,1650,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,405,Torsion Beam,0.0,LFP,Lengkap,Wired,Wired,Synthetic Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Driver),Yes,LED,No,Yes (Driver),No,No,No,No,LED,Digital,149,13,7.6,7.5,2.5,0.1,6.2
AUDI,A4,SEDAN 2.0 TFSI QUATTRO,Sedan,1350000000,245,370,135,Monocoque,0,0.0,2000T,DCT,Petrol,2085,18,245/40,2820,4762,1847,1431,5,AWD,4,6,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,460,Multi-link,9.6,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Moonroof,Yes,Yes (Front),Yes,LED,No,No,No,No,No,No,LED,Digital,3,6,3.5,6.7,3.5,0.0,1.7
AUDI,A5,COUPE 2.0 TFSI QUATTRO,Coupe,1550000000,245,370,120,Monocoque,0,0.0,2000T,DCT,Petrol,2050,19,255/35,2766,4697,1846,1371,4,AWD,2,6,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,450,Multi-link,9.6,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,No,No,No,No,No,LED,Digital,0,6,3.5,6.7,3.5,0.0,1.5
AUDI,A5,SPORTBACK 2.0 TFSI QUATTRO,Sedan,1550000000,245,370,120,Monocoque,0,0.0,2000T,DCT,Petrol,2100,19,255/35,2824,4733,1843,1386,5,AWD,5,6,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,480,Multi-link,9.6,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,No,No,No,No,No,LED,Digital,1,6,3.5,6.7,3.5,0.0,1.5
AUDI,Q5,2.0 TFSI QUATTRO,SUV,1350000000,245,370,200,Monocoque,0,0.0,2000T,AT,Petrol,2400,19,235/55,2819,4682,1893,1662,5,AWD,5,6,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,520,Multi-link,9.6,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,No,No,No,No,No,LED,Digital,5,6,3.5,6.7,3.5,0.0,1.7
AUDI,Q7,3.0 TFSI QUATTRO,SUV,2550000000,340,500,210,Monocoque,0,0.0,3000T,AT,Petrol,2800,20,285/45,2994,5063,1970,1741,7,AWD,5,6,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,295,Multi-link,11.2,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,Yes,Yes (Front),No,No,No,Yes,LED,Digital,0,9,5.3,7.5,4.8,0.0,1.2
AUDI,Q8,3.0 TFSI QUATTRO,SUV,2950000000,340,500,210,Monocoque,0,0.0,3000T,AT,Petrol,2890,21,285/45,2995,4986,1995,1705,5,AWD,5,6,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,605,Multi-link,11.2,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,Yes,Yes (Front),No,No,Yes,Yes,LED,Digital,5,10,5.9,7.5,4.8,0.0,1.0
BAIC,BJ30,HYBRID AWD,SUV,575000000,403,685,215,Monocoque,2,1.5,1500T,DHT,HEV,1900,19,235/60,2820,4730,1910,1790,5,AWD,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,450,Multi-link,11.5,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,Yes (Front),No,No,No,Yes,LED,Digital,114,14,8.2,7.5,6.1,0.1,6.4
BAIC,BJ40,PLUS 4X4,SUV,783000000,221,380,210,Ladder Frame,0,0.0,2000T,AT,Petrol,2520,17,265/65,2745,4645,1925,1871,5,4X4,5,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,532,Rigid Axle,9.5,-,Tilt,Wired,Wired,Leather,Manual,No,No,Yes,,No,Yes (Driver),Yes,LED,No,No,No,No,No,No,LED,Digital,455,4,2.4,4.2,3.4,0.2,2.1
BAIC,X55 II,LITE,SUV,380000000,185,305,160,Monocoque,0,0.0,1500T,DCT,Petrol,1970,18,225/55,2735,4620,1886,1680,5,FWD,5,4,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,350,Multi-link,10.5,-,Lengkap,Wired,Wired,Synthetic Leather,Electric,Yes,No,Yes,,No,No,No,LED,No,No,No,No,No,No,LED,Digital,30,2,1.2,5.0,2.8,0.0,3.9
BAIC,X55 II,PRIME,SUV,429000000,185,305,160,Monocoque,0,0.0,1500T,DCT,Petrol,1970,19,225/55,2735,4620,1886,1680,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,350,Multi-link,10.5,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital,20,12,7.1,7.5,2.8,0.0,6.8
BMW,2 SERIES,218I GRAN COUPÉ SPORT,Sedan,895000000,140,220,152,Monocoque,0,0.0,1500T,DCT,Petrol,1925,17,225/45,2670,4526,1800,1420,5,FWD,4,6,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,430,Multi-link,11.0,-,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,No,Yes,,Yes,Yes (Front),Yes,LED,No,No,No,No,No,No,LED,Digital,19,6,3.5,7.5,2.0,0.0,2.4
BMW,2 SERIES,220I COUPÉ M SPORT,Coupe,1419000000,184,300,128,Monocoque,0,0.0,2000T,AT,Petrol,2040,18,225/45,2741,4537,1838,1390,4,RWD,2,6,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,390,Multi-link,11.0,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Moonroof,Yes,Yes (Front),Yes,LED,No,No,No,No,No,No,LED,Digital,5,7,4.1,7.5,2.7,0.0,1.7
BMW,3 SERIES,320I M SPORT,Sedan,1280000000,184,300,141,Monocoque,0,0.0,2000T,AT,Petrol,2075,18,225/45,2851,4713,1827,1435,5,RWD,4,6,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,480,Multi-link,11.0,-,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,Yes,Yes,,Yes,Yes (Front),Yes,LED,No,No,No,No,No,No,LED,Digital,74,7,4.1,7.5,2.7,0.0,1.9
BMW,3 SERIES,330I M SPORT PRO,Sedan,1450000000,258,400,136,Monocoque,0,0.0,2000T,AT,Petrol,2140,19,225/40,2851,4713,1827,1435,5,RWD,4,6,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,480,Multi-link,10.2,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Moonroof,Yes,Yes (Front),Yes,LED,No,No,No,No,No,Yes,LED,Digital,90,9,5.3,7.5,3.7,0.0,1.9
BMW,4 SERIES,430I M SPORT PRO CONVERTIBLE,Convertible,1830000000,258,400,129,Monocoque,0,0.0,2000T,AT,Petrol,2240,19,225/40,2851,4768,1852,1384,4,RWD,2,6,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,385,Multi-link,10.2,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,,Yes,Yes (Front),Yes,LED,No,No,No,No,No,Yes,LED,Digital,21,9,5.3,7.5,3.7,0.0,1.5
BMW,4 SERIES,430I M SPORT PRO COUPÉ,Coupe,1685000000,258,400,129,Monocoque,0,0.0,2000T,AT,Petrol,2105,19,225/40,2851,4768,1852,1383,4,RWD,2,6,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,440,Multi-link,10.2,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Moonroof,Yes,Yes (Front),Yes,LED,No,No,No,No,No,Yes,LED,Digital,41,9,5.3,7.5,3.7,0.0,1.6
BMW,4 SERIES,I4 EDRIVE35 GRAN COUPÉ,Sedan,1841000000,286,400,125,Monocoque,483,67.0,0,Single Speed,BEV,2615,18,245/45,2856,4783,1852,1448,5,RWD,5,6,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,470,Multi-link,0.0,NMC,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,Yes,Yes,Moonroof,Yes,Yes (Front),Yes,LED,Yes,No,No,No,No,No,LED,Digital,36,10,5.9,7.5,3.9,0.0,1.6
BMW,5 SERIES,520I M SPORT (G60),Sedan,1670000000,208,330,154,Monocoque,0,0.0,2000T,AT,Petrol,2315,19,245/45,2995,5060,1900,1515,5,RWD,4,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,520,Multi-link,11.0,-,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,No,No,No,No,No,LED,Digital,126,12,7.1,7.9,3.0,0.1,1.8
BMW,5 SERIES,I5 EDRIVE40 M SPORT,Sedan,2250000000,340,430,144,Monocoque,582,81.2,0,Single Speed,BEV,2780,20,245/40,2995,5060,1900,1515,5,RWD,4,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,490,Multi-link,0.0,NMC,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,Yes,Yes (Front),No,No,No,Yes,LED,Digital,99,14,8.2,7.9,4.4,0.0,1.5
BMW,5 SERIES,I5 M60 XDRIVE,Sedan,2900000000,601,820,136,Monocoque,516,81.2,0,Single Speed,BEV,2895,21,255/35,2995,5060,1900,1505,5,AWD,4,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,490,Multi-link,0.0,NMC,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,Yes,Yes (Front),No,No,No,Yes,LED,Digital,11,14,8.2,7.9,8.1,0.0,1.4
BMW,7 SERIES,735I M SPORT (G70),Sedan,2350000000,286,425,135,Monocoque,0,0.0,3000T,AT,Petrol,2625,20,255/40,3215,5391,1950,1544,5,RWD,4,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,540,Multi-link,11.0,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front & Rear),Yes,LED,Yes,Yes (Front & Rear),Yes (Front & Rear),No,Yes,Yes,LED,Digital,132,16,9.4,7.9,4.0,0.1,1.5
BMW,7 SERIES,I7 M70 XDRIVE,Sedan,3700000000,660,1100,129,Monocoque,560,101.7,0,Single Speed,BEV,3345,21,255/40,3215,5391,1950,1544,5,AWD,4,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,500,Multi-link,0.0,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front & Rear),Yes,LED,Yes,Yes (Front & Rear),Yes (Front & Rear),Yes,Yes,Yes,LED,Digital,1,17,10.0,7.9,9.9,0.0,1.3
BMW,7 SERIES,I7 XDRIVE60 GRAN LUSSO,Sedan,3415000000,544,745,136,Monocoque,625,101.7,0,Single Speed,BEV,3250,21,255/40,3215,5391,1950,1544,5,AWD,4,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,500,Multi-link,0.0,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front & Rear),Yes,LED,Yes,Yes (Front & Rear),Yes (Front & Rear),Yes,Yes,Yes,LED,Digital,25,17,10.0,7.9,7.4,0.0,1.2
BMW,IX,XDRIVE40 SPORT,SUV,2483000000,326,630,202,Monocoque,425,76.6,0,Single Speed,BEV,2440,22,275/40,3000,4953,1967,1695,5,AWD,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,500,Multi-link,0.0,NMC,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,No,No,No,Yes,Yes,LED,Digital,106,14,8.2,7.5,5.4,0.1,1.4
BMW,IX,XDRIVE50 SPORT,SUV,2665000000,523,765,202,Monocoque,630,111.5,0,Single Speed,BEV,2585,22,275/40,3000,4953,1967,1695,5,AWD,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,500,Multi-link,0.0,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,Yes,Yes (Front),Yes (Front),No,Yes,Yes,LED,Digital,4,16,9.4,7.5,7.3,0.0,1.5
BMW,IX1,EDRIVE20 M SPORT,SUV,1365000000,204,250,170,Monocoque,474,64.8,0,Single Speed,BEV,2100,19,245/45,2692,4500,1845,1616,5,FWD,5,7,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,490,Multi-link,0.0,NMC,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,No,Yes,LED,No,No,Yes (Front),No,No,No,LED,Digital,173,10,5.9,7.9,2.6,0.1,2.0
BMW,IX2,XDRIVE30 M SPORT,SUV,1485000000,313,494,207,Monocoque,449,64.8,0,Single Speed,BEV,2095,19,245/45,2692,4554,1845,1560,5,AWD,5,7,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,525,Multi-link,0.0,NMC,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,No,No,No,No,No,LED,Digital,2,11,6.5,7.9,4.6,0.0,2.1
BMW,M2,COUPÉ,Coupe,2040000000,460,550,123,Monocoque,0,0.0,3000T,AT,Petrol,2275,19 & 20,275/35,2747,4580,1887,1403,4,RWD,2,6,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,390,Multi-link,9.3,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,,No,Yes (Front),Yes,LED,No,No,No,No,No,Yes,LED,Digital,91,7,4.1,7.5,5.8,0.0,1.4
BMW,M3,COMPETITION M XDRIVE,Sedan,2900000000,530,650,120,Monocoque,0,0.0,3000T,AT,Petrol,2335,19 & 20,275/35,2857,4794,1903,1433,5,AWD,4,6,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,480,Multi-link,9.3,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,,No,Yes (Front),Yes,LED,No,Yes (Front),No,No,No,Yes,LED,Digital,5,8,4.7,7.5,6.8,0.0,1.1
BMW,M3,COMPETITION TOURING M XDRIVE,Station Wagon,2950000000,530,650,120,Monocoque,0,0.0,3000T,AT,Petrol,2415,19 & 20,275/35,2857,4794,1903,1436,5,AWD,5,6,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,500,Multi-link,9.3,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,,Yes,Yes (Front),Yes,LED,No,Yes (Front),No,No,No,Yes,LED,Digital,27,9,5.3,7.5,6.8,0.0,1.1
BMW,M3,CS,Sedan,3700000000,550,650,118,Monocoque,0,0.0,3000T,AT,Petrol,2315,19 & 20,275/35,2857,4795,1918,1438,4,AWD,4,6,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,480,Multi-link,9.3,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,,No,Yes (Front),Yes,LED,No,No,No,No,No,Yes,LED,Digital,6,7,4.1,6.7,6.9,0.0,0.8
BMW,M4,COMPETITION M XDRIVE,Coupe,2850000000,530,650,120,Monocoque,0,0.0,3000T,AT,Petrol,2325,19 & 20,275/35,2857,4794,1887,1393,4,AWD,2,6,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,440,Multi-link,9.3,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,,No,Yes (Front),Yes,LED,No,Yes (Front),No,No,No,Yes,LED,Digital,28,8,4.7,7.5,6.8,0.0,1.1
BMW,M4,COMPETITION M XDRIVE CONVERTIBLE,Convertible,3000000000,530,650,120,Monocoque,0,0.0,3000T,AT,Petrol,2475,19 & 20,275/35,2857,4794,1887,1395,4,AWD,2,6,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,385,Multi-link,9.3,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,,No,Yes (Front),Yes,LED,No,Yes (Front),No,No,No,Yes,LED,Digital,17,8,4.7,7.5,6.8,0.0,1.1
BMW,M4,CS,Coupe,3900000000,550,650,118,Monocoque,0,0.0,3000T,AT,Petrol,2310,19 & 20,275/35,2857,4801,1918,1399,4,AWD,2,6,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,440,Multi-link,9.3,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,,No,Yes (Front),Yes,LED,No,No,No,No,No,Yes,LED,Digital,7,7,4.1,6.7,6.9,0.0,0.8
BMW,X1,SDRIVE18I XLINE (U11),SUV,1029000000,156,230,205,Monocoque,0,0.0,1500T,DCT,Petrol,2050,18,225/55,2692,4500,1845,1642,5,FWD,5,7,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,540,Multi-link,11.0,-,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,No,No,No,No,No,LED,Digital,174,7,4.1,7.9,2.2,0.1,2.3
BMW,X3,SDRIVE20I XLINE (G01),SUV,1325000000,184,300,204,Monocoque,0,0.0,2000T,AT,Petrol,2400,19,245/50,2864,4708,1891,1676,5,RWD,5,6,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,550,Multi-link,11.0,-,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,No,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,No,No,No,No,No,LED,Digital,30,5,2.9,5.8,2.7,0.0,1.5
BMW,X3,XDRIVE20I (G45),SUV,1480000000,208,330,216,Monocoque,0,0.0,2000T,AT,Petrol,2550,19,245/50,2865,4755,1920,1660,5,AWD,5,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,570,Multi-link,11.0,-,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,No,No,No,No,No,LED,Digital,14,12,7.1,7.9,3.0,0.0,2.0
BMW,X3,XDRIVE20I M SPORT,SUV,1480000000,184,300,204,Monocoque,0,0.0,2000T,AT,Petrol,2400,19,245/50,2864,4708,1891,1676,5,AWD,5,6,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,550,Multi-link,11.0,-,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,No,No,No,No,Yes,LED,Digital,134,8,4.7,7.5,2.7,0.1,1.7
BMW,X3,XDRIVE30I M SPORT,SUV,1635000000,245,350,204,Monocoque,0,0.0,2000T,AT,Petrol,2450,20,245/45,2864,4708,1891,1676,5,AWD,5,6,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,550,Multi-link,10.2,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,No,No,No,No,Yes,LED,Digital,5,9,5.3,7.5,3.4,0.0,1.7
BMW,X4,XDRIVE30I M SPORT,SUV,1735000000,245,350,204,Monocoque,0,0.0,2000T,AT,Petrol,2460,20,245/45,2864,4751,1918,1621,5,AWD,5,6,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,525,Multi-link,10.2,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,No,No,No,No,Yes,LED,Digital,4,9,5.3,7.5,3.4,0.0,1.6
BMW,X5,XDRIVE40I M SPORT,SUV,1995000000,381,520,214,Monocoque,0,0.0,3000T,AT,Petrol,2860,21,275/40,2975,4935,2004,1765,7,AWD,5,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,650,Multi-link,11.0,-,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,Yes,Yes (Front),No,No,No,Yes,LED,Digital,156,14,8.2,7.9,5.1,0.1,1.8
BMW,X6,XDRIVE40I M SPORT,SUV,2380000000,381,520,216,Monocoque,0,0.0,3000T,AT,Petrol,2840,21,275/40,2975,4960,2004,1700,5,AWD,5,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,580,Multi-link,11.0,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,Yes,Yes (Front),No,No,Yes,Yes,LED,Digital,23,15,8.8,7.9,5.1,0.0,1.5
BMW,X7,XDRIVE40I M SPORT,SUV,2820000000,381,520,221,Monocoque,0,0.0,3000T,AT,Petrol,3160,22,275/40,3105,5181,2000,1835,7,AWD,5,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,326,Multi-link,11.0,-,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front & Rear),Yes,LED,Yes,Yes (Front),Yes (Front),No,Yes,Yes,LED,Digital,139,16,9.4,7.9,5.1,0.1,1.3
BMW,XM,50E (PHEV),SUV,3450000000,476,700,220,Monocoque,83,25.7,3000T,AT,PHEV,3300,22,275/40,3105,5110,2005,1755,5,AWD,5,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,527,Multi-link,11.0,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,,Yes,Yes (Front),Yes,LED,No,Yes (Front),Yes (Front),No,Yes,Yes,LED,Digital,5,16,9.4,7.9,6.7,0.0,1.2
BMW,XM,LABEL (PHEV),SUV,6750000000,748,1000,220,Monocoque,83,25.7,4400T,AT,PHEV,3350,23,275/35,3105,5110,2005,1755,5,AWD,5,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,527,Multi-link,10.5,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,,Yes,Yes (Front),Yes,LED,No,Yes (Front),Yes (Front),No,Yes,Yes,LED,Digital,1,16,9.4,7.9,10.0,0.0,0.7
BMW,XM,STANDARD (PHEV),SUV,6410000000,653,800,220,Monocoque,88,25.7,4400T,AT,PHEV,3350,23,275/35,3105,5110,2005,1755,5,AWD,5,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,527,Multi-link,10.5,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,,Yes,Yes (Front),Yes,LED,No,Yes (Front),Yes (Front),No,Yes,Yes,LED,Digital,17,16,9.4,7.9,8.4,0.0,0.7
