BRAND,MODEL,VARIAN,BODY TYPE,HARGAOTR,HORSE POWER (HP),TORQUE (Nm),GROUND CLEARENCE,CHASSIS,EV_RANGE_KM,BATTERY (KWH),CC,TRANSMISSION,FUEL,WEIGHT (GVW),WHEEL (Inch),TYRE,WHEELBASE,LONG,WIDTH,HEIGHT,SEAT,DRIVE_SYS,DOOR,AIRBAGS,ABS,EBD,ESC,TCS,AEB,ACC,LKA,RCTA,ACC_STOP_GO,LANE_CENTERING,DRIVER_MONITOR_CAMERA,PARK_SENSOR_FRONT,PARK_SENSOR_REAR,REAR_CAMERA,CAMERA_360,TRUNK_CAPACITY_LITER,TIPE_SUSPENSI_BELAKANG,COMPRESSION_RATIO,TIPE_BATERAI,TILT_TELESCOPIC_STEERING,APPLE_CARPLAY,ANDROID_AUTO,LEATHER_SEAT,PARKING_BRAKE,AUTO_HOLD,WIRELESS_CHARGER,SOFT_TOUCH_INTERIOR,SUNROOF,POWER_TAILGATE,ELECTRIC_SEAT,AMBIENT_LIGHT,HEADLAMP,AIR_SUSPENSION,VENTILATED_SEAT,MASSAGE_SEAT,REAR_SEAT_ENTERTAINMENT,SOFT_CLOSE_DOOR,HEAD_UP_DISPLAY,REAR_LAMP,SPEEDOMETER,TOTAL_2025,INDEX_PERFORMANCE,INDEX_EFFICIENCY,INDEX_SAFETY,INDEX_COMFORT,INDEX_TECH,INDEX_SPACE,INDEX_POPULARITY,INDEX_PRICE
HONDA,WR-V,1.5 RS HONDA SENSING,SUV,335700000,121,145,220,Monocoque,0,0.0,1500,CVT,Petrol,1700,17,215/55,2481,4060,1780,1608,5,FWD,5,6,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,380,Torsion Beam,10.6,-,Tilt,Wired,Wired,Synthetic Leather,Manual,No,No,Yes,,No,No,No,LED,No,No,No,No,No,No,LED,Analog,1415,-0.3969629082847932,-0.20056023683525567,0.2114439626892083,-0.7507785667670188,-0.8303904636012663,-0.23975466092007763,0.19680755736836394,0.5264137171732204
HYUNDAI,ALL NEW SANTA FE,GASOLINE 2.5 8AT CALLIGRAPHY,SUV,784500000,191,246,177,Monocoque,0,0.0,2497,AT,Petrol,1980,21,245/45,2815,4830,1900,1770,7,FWD,5,6,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,413,Multi-link,13.0,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front & Memory),Yes,LED,No,Yes (Front),Yes (Front),No,No,Yes,LED,Digital,239,0.08350951708929451,-0.6234413555179797,1.0576650188982895,1.5512078203142212,0.9382834240691804,0.6451118058679122,-0.2957019897380136,0.06821339924519432
HYUNDAI,ALL NEW SANTA FE,GASOLINE 2.5 8AT PRIME,SUV,699000000,191,246,177,Monocoque,0,0.0,2497,AT,Petrol,1950,20,255/45,2815,4830,1900,1770,7,FWD,5,6,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,413,Multi-link,13.0,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,,Yes,Yes (Driver),Yes,LED,No,No,No,No,No,No,LED,Digital,113,0.07256341617004217,-0.6070222041391014,-0.42322182946760256,0.6304132654817253,-0.24083250104445075,0.6451118058679122,-0.3484708697851255,0.15550423521410303
HYUNDAI,ALL NEW SANTA FE,HEV 1.6T 6AT CALLIGRAPHY,SUV,869600000,235,367,177,Monocoque,0,1.49,1598T,AT,HEV,2060,20,255/45,2815,4830,1900,1770,7,FWD,5,6,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,413,Multi-link,10.5,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front & Memory),Yes,LED,No,Yes (Front),Yes (Front),No,No,Yes,LED,Digital,1177,0.0321847975169756,-0.32180158665090275,1.0576650188982895,1.5512078203142212,0.9382834240691804,0.6451118058679122,0.09713300616826373,-0.018669058543742893
HYUNDAI,ALL NEW SANTA FE,HEV 1.6T 6AT PRIME,SUV,786300000,235,367,177,Monocoque,0,1.49,1598T,AT,HEV,2050,20,255/45,2815,4830,1900,1770,7,FWD,5,6,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,413,Multi-link,10.5,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,,Yes,Yes (Driver),Yes,LED,No,No,No,No,No,No,LED,Digital,50,0.027806357149274687,-0.3145041860380679,-0.42322182946760256,0.6304132654817253,-0.24083250104445075,0.6451118058679122,-0.3748553098086814,0.06637569743532255
HYUNDAI,CRETA,ACTIVE 1.5 MT (OLD),SUV,297300000,115,144,200,Monocoque,0,0.0,1500,MT,Petrol,1615,17,215/60,2610,4315,1790,1630,5,FWD,5,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,416,Torsion Beam,10.5,-,Tilt,Wireless,Wireless,Fabric,Manual,No,No,No,,No,No,No,Halogen,No,No,No,No,No,No,Halogen,Analog,1,-0.4377331336347725,-0.15403930792843332,-1.2119646518776097,-1.2111758441832667,-0.8303904636012663,-0.07461379371461507,-0.3953765409381138,0.5656180224504846
HYUNDAI,CRETA,ALPHA 1.5 IVT (OLD),SUV,421800000,115,144,200,Monocoque,0,0.0,1500,CVT,Petrol,1660,17,215/60,2610,4315,1790,1630,5,FWD,5,6,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,416,Torsion Beam,10.5,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,No,No,Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital,153,-0.42131398225589406,-0.17866803499675105,0.2114439626892083,0.1700159880654772,-0.24083250104445075,-0.07461379371461507,-0.3317188443733439,0.4385103139343544
HYUNDAI,CRETA,PRIME 1.5 IVT (OLD),SUV,416800000,115,144,200,Monocoque,0,0.0,1500,CVT,Petrol,1660,17,215/60,2610,4315,1790,1630,5,FWD,5,6,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,416,Torsion Beam,10.5,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,No,No,Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital,231,-0.42131398225589406,-0.17866803499675105,0.2114439626892083,0.1700159880654772,-0.24083250104445075,-0.07461379371461507,-0.2990523948203699,0.4436150411839982
HYUNDAI,CRETA,PRIME 1.5 TWO TONE (OLD),SUV,419800000,115,144,200,Monocoque,0,0.0,1500,CVT,Petrol,1660,17,215/60,2610,4315,1790,1630,5,FWD,5,6,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,416,Torsion Beam,10.5,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,No,No,Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital,315,-0.42131398225589406,-0.17866803499675105,0.2114439626892083,0.1700159880654772,-0.24083250104445075,-0.07461379371461507,-0.2638731414556286,0.4405522048342119
HYUNDAI,CRETA FL,ACTIVE 1.5 MT,SUV,299700000,115,144,200,Monocoque,0,0.0,1500,MT,Petrol,1615,17,215/60,2610,4330,1790,1635,5,FWD,5,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,433,Torsion Beam,10.5,-,Tilt,Wireless,Wireless,Fabric,Manual,No,No,No,,No,No,No,Halogen,No,No,No,No,No,No,Halogen,Digital,10,-0.4377331336347725,-0.15403930792843332,-1.2119646518776097,-1.2111758441832667,-0.8303904636012663,-0.04970870619258077,-0.391607335220463,0.5631677533706556
HYUNDAI,CRETA FL,ALPHA 1.5 IVT (MATTE),SUV,455000000,115,144,200,Monocoque,0,0.0,1500,CVT,Petrol,1660,17,215/60,2610,4330,1790,1635,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,433,Torsion Beam,10.5,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,No,Yes (Driver),Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital,7,-0.42131398225589406,-0.17866803499675105,0.6345544907937489,0.6304132654817253,-0.24083250104445075,-0.04970870619258077,-0.3928637371263466,0.4046149249967197
HYUNDAI,CRETA FL,ALPHA 1.5 TWO TONE,SUV,455000000,115,144,200,Monocoque,0,0.0,1500,CVT,Petrol,1660,17,215/60,2610,4330,1790,1635,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,433,Torsion Beam,10.5,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,No,Yes (Driver),Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital,52,-0.42131398225589406,-0.17866803499675105,0.6345544907937489,0.6304132654817253,-0.24083250104445075,-0.04970870619258077,-0.37401770853809235,0.4046149249967197
HYUNDAI,CRETA FL,N LINE 1.5 IVT,SUV,460500000,115,144,200,Monocoque,0,0.0,1500,CVT,Petrol,1665,18,215/60,2610,4330,1790,1635,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,433,Torsion Beam,10.5,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,No,Yes (Driver),Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital,495,-0.4194896321026853,-0.18140456022656412,0.8461097548460191,0.6304132654817253,0.9382834240691804,-0.04970870619258077,-0.18848902710261167,0.39899972502211156
HYUNDAI,CRETA FL,N LINE 1.5 TURBO,SUV,507280000,160,253,200,Monocoque,0,0.0,1500T,DCT,Petrol,1700,18,215/60,2610,4330,1790,1635,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,433,Torsion Beam,10.5,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,No,Yes (Driver),Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital,1882,-0.39851540007200514,-0.07777956037757865,0.8461097548460191,0.6304132654817253,0.9382834240691804,-0.04970870619258077,0.3923874540509135,0.3512398968744443
HYUNDAI,CRETA FL,N LINE 1.5 TURBO TWO TONE,SUV,510280000,160,253,200,Monocoque,0,0.0,1500T,DCT,Petrol,1700,18,215/60,2610,4330,1790,1635,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,433,Torsion Beam,10.5,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,No,Yes (Driver),Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital,99,-0.39851540007200514,-0.07777956037757865,0.8461097548460191,0.6304132654817253,0.9382834240691804,-0.04970870619258077,-0.354334078679249,0.348177060524658
HYUNDAI,CRETA FL,N LINE 1.5 TWO TONE,SUV,463500000,115,144,200,Monocoque,0,0.0,1500,CVT,Petrol,1665,18,215/60,2610,4330,1790,1635,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,433,Torsion Beam,10.5,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,No,Yes (Driver),Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital,208,-0.4194896321026853,-0.18140456022656412,0.8461097548460191,0.6304132654817253,0.9382834240691804,-0.04970870619258077,-0.30868480943214427,0.39593688867232524
HYUNDAI,CRETA FL,PRIME 1.5 IVT,SUV,426940000,115,144,200,Monocoque,0,0.0,1500,CVT,Petrol,1660,17,215/60,2610,4330,1790,1635,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,433,Torsion Beam,10.5,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,No,Yes (Driver),Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital,553,-0.42131398225589406,-0.17866803499675105,0.6345544907937489,0.6304132654817253,-0.24083250104445075,-0.04970870619258077,-0.16419859025552844,0.4332626543217206
HYUNDAI,CRETA FL,PRIME 1.5 TWO TONE,SUV,429940000,115,144,200,Monocoque,0,0.0,1500,CVT,Petrol,1660,17,215/60,2610,4330,1790,1635,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,433,Torsion Beam,10.5,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,No,Yes (Driver),Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital,581,-0.42131398225589406,-0.17866803499675105,0.6345544907937489,0.6304132654817253,-0.24083250104445075,-0.04970870619258077,-0.15247217246728134,0.43019981797193435
HYUNDAI,CRETA FL,STYLE 1.5 IVT,SUV,396640000,115,144,200,Monocoque,0,0.0,1500,CVT,Petrol,1660,17,215/60,2610,4330,1790,1635,5,FWD,5,6,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,433,Torsion Beam,10.5,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,No,No,Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital,188,-0.42131398225589406,-0.17866803499675105,-0.42322182946760256,0.1700159880654772,-0.24083250104445075,-0.04970870619258077,-0.31706082213803505,0.46419730145456195
HYUNDAI,CRETA FL,TREND 1.5 IVT,SUV,352140000,115,144,200,Monocoque,0,0.0,1500,CVT,Petrol,1640,17,215/60,2610,4330,1790,1635,5,FWD,5,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,433,Torsion Beam,10.5,-,Lengkap,Wireless,Wireless,Fabric,Electric,Yes,No,Yes,,No,No,No,LED,No,No,No,No,No,No,LED,Digital,424,-0.42861138286872896,-0.16772193407749872,-1.0004093878253395,-0.7507785667670188,-0.8303904636012663,-0.04970870619258077,-0.21822387220852393,0.5096293739763916
HYUNDAI,CRETA FL,TREND 1.5 MT,SUV,331640000,115,144,200,Monocoque,0,0.0,1500,MT,Petrol,1615,17,215/60,2610,4330,1790,1635,5,FWD,5,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,433,Torsion Beam,10.5,-,Lengkap,Wireless,Wireless,Fabric,Electric,Yes,No,Yes,,No,No,No,LED,No,No,No,No,No,No,LED,Digital,21,-0.4377331336347725,-0.15403930792843332,-1.0004093878253395,-0.7507785667670188,-0.8303904636012663,-0.04970870619258077,-0.38700052823222303,0.5305587556999312
HYUNDAI,IONIQ 5,N (HIGH PERFORMANCE),Crossover,1369000000,650,770,142,Monocoque,448,84.0,0,Single Speed,BEV,2660,21,275/35,3000,4715,1940,1585,5,AWD,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,480,Multi-link,0.0,NMC,Lengkap,Wired,Wired,Suede,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,Yes (Front),No,No,No,Yes,LED,Digital,20,1.7901584312282333,0.7866281098012216,1.0576650188982895,1.0908105428979733,1.5278413866259961,0.32452694573435076,-0.38741932886751757,-0.5285292162381641
HYUNDAI,IONIQ 5,PRIME LONG RANGE,Crossover,777000000,217,350,160,Monocoque,481,72.6,0,Single Speed,BEV,2430,19,235/55,3000,4635,1890,1605,5,RWD,5,6,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,527,Multi-link,0.0,NMC,Lengkap,Wired,Wired,Leather,Electric,Yes,Yes,Yes,,Yes,Yes (Driver),Yes,LED,No,No,No,No,No,No,LED,Digital,30,0.6163427378016054,0.8286369408658998,-0.6347770935198729,0.6304132654817253,-0.24083250104445075,0.3615948465088941,-0.3832313225145722,0.07587049011965999
HYUNDAI,IONIQ 5,PRIME STANDARD RANGE,Crossover,809000000,170,350,160,Monocoque,384,58.0,0,Single Speed,BEV,2370,19,235/55,3000,4635,1890,1605,5,RWD,5,6,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,527,Multi-link,0.0,NMC,Lengkap,Wired,Wired,Leather,Electric,Yes,Yes,Yes,,Yes,Yes (Driver),Yes,LED,No,No,No,No,No,No,LED,Digital,4,0.38816916576089194,0.6555450664417194,-0.6347770935198729,0.6304132654817253,-0.24083250104445075,0.3615948465088941,-0.3941201390322302,0.043200235721939775
HYUNDAI,IONIQ 5,SIGNATURE LONG RANGE,Crossover,844600000,217,350,160,Monocoque,451,72.6,0,Single Speed,BEV,2430,20,255/45,3000,4635,1890,1605,5,RWD,5,6,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,527,Multi-link,0.0,NMC,Lengkap,Wired,Wired,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front & Rear),Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital,711,0.6021945567852799,0.8074146693414114,1.0576650188982895,1.0908105428979733,0.34872546151236483,0.3615948465088941,-0.09802808987899131,0.006854577704476029
HYUNDAI,IONIQ 5,SIGNATURE STANDARD RANGE,Crossover,797500000,170,350,160,Monocoque,384,58.0,0,Single Speed,BEV,2370,19,235/55,3000,4635,1890,1605,5,RWD,5,6,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,527,Multi-link,0.0,NMC,Lengkap,Wired,Wired,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front & Rear),Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital,14,0.38816916576089194,0.6555450664417194,1.0576650188982895,1.0908105428979733,0.34872546151236483,0.3615948465088941,-0.3899321326792848,0.05494110839612048
HYUNDAI,IONIQ 6,SIGNATURE AWD,Sedan,1237200000,326,605,141,Monocoque,519,77.4,0,Single Speed,BEV,2646,20,245/40,2950,4855,1880,1495,5,AWD,4,6,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,401,Multi-link,0.0,NMC,Lengkap,Wired,Wired,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital,191,1.1450356835073559,0.78244410147264,1.0576650188982895,1.0908105428979733,0.34872546151236483,-0.08455945799773576,-0.31580442023215144,-0.3939686059375539
HYUNDAI,IONIQ 9,CALLIGRAPHY AWD,SUV,1700000000,380,700,177,Monocoque,470,110.3,0,Single Speed,BEV,2750,21,285/45,3130,5060,1980,1790,6,AWD,5,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,333,Multi-link,0.0,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front & Rear),Yes,LED,No,Yes (Front & Rear),Yes (Front & Rear),No,Yes,Yes,LED,Digital,1,1.5355276576485075,1.0002824513816913,1.423297313203756,1.5512078203142212,1.5278413866259961,0.8944917937283886,-0.3953765409381138,-0.8664621601645826
HYUNDAI,KONA EV,N LINE LONG RANGE,SUV,615000000,217,255,151,Monocoque,549,65.4,0,Single Speed,BEV,1795,19,235/45,2660,4385,1825,1575,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,466,Multi-link,0.0,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Moonroof,Yes,Yes (Front),Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital,148,0.2814729056137543,1.156564200602198,1.0576650188982895,1.0908105428979733,0.9382834240691804,-0.16883353371576004,-0.3338128475498166,0.2412636530081186
HYUNDAI,KONA EV,PRIME LONG RANGE,SUV,560000000,217,255,151,Monocoque,602,65.4,0,Single Speed,BEV,1765,19,235/45,2660,4355,1825,1575,5,FWD,5,6,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,466,Multi-link,0.0,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,No,Yes,,No,No,Yes,LED,No,No,No,No,No,No,LED,Digital,106,0.2955219244900105,1.2104760316743393,-0.42322182946760256,-0.2903812893507708,-0.8303904636012663,-0.179021008176161,-0.35140247423218723,0.29741565275420023
HYUNDAI,KONA EV,PRIME STANDARD RANGE,SUV,515000000,156,255,151,Monocoque,448,48.4,0,Single Speed,BEV,1690,17,215/60,2660,4355,1825,1575,5,FWD,5,6,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,466,Multi-link,0.0,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,No,Yes,,No,No,Yes,LED,No,No,No,No,No,No,LED,Digital,10,-0.0006056561099287983,0.9826996637412467,-0.42322182946760256,-0.2903812893507708,-0.8303904636012663,-0.179021008176161,-0.391607335220463,0.34335819800099426
HYUNDAI,KONA EV,SIGNATURE LONG RANGE,SUV,590000000,217,255,151,Monocoque,549,65.4,0,Single Speed,BEV,1780,19,235/45,2660,4355,1825,1575,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,466,Multi-link,0.0,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Moonroof,Yes,Yes (Front),Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital,345,0.27599985515412817,1.1647737762916373,1.0576650188982895,1.0908105428979733,0.9382834240691804,-0.179021008176161,-0.2513091223967925,0.26678728925633755
HYUNDAI,KONA EV,SIGNATURE STANDARD RANGE,SUV,575000000,156,255,151,Monocoque,448,48.4,0,Single Speed,BEV,1705,19,235/45,2660,4355,1825,1575,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,466,Multi-link,0.0,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Moonroof,Yes,Yes (Front),Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital,4,0.00486739434969737,0.9744900880518076,1.0576650188982895,1.0908105428979733,0.9382834240691804,-0.179021008176161,-0.3941201390322302,0.2821014710052689
HYUNDAI,KONA EV,STYLE STANDARD RANGE,SUV,499000000,156,255,151,Monocoque,448,48.4,0,Single Speed,BEV,1690,17,215/60,2660,4355,1825,1575,5,FWD,5,6,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,466,Multi-link,0.0,NMC,Lengkap,Wireless,Wireless,Fabric,Electric,Yes,No,Yes,,No,No,No,LED,No,No,No,No,No,No,LED,Digital,61,-0.0006056561099287983,0.9826996637412467,-0.6347770935198729,-0.7507785667670188,-0.8303904636012663,-0.179021008176161,-0.37024850282044147,0.3596933251998544
HYUNDAI,PALISADE,DIESEL SIGNATURE (FACELIFT),SUV,1044500000,200,440,203,Monocoque,0,0.0,2200T,AT,Diesel,2073,20,245/50,2900,4995,1975,1750,7,FWD,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,311,Multi-link,16.0,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,Yes (Front & Rear),No,No,No,No,LED,Digital,419,0.0480959084017598,-0.34997260323631957,1.0576650188982895,1.0908105428979733,0.9382834240691804,0.8549992193016929,-0.22031787538499661,-0.19723241773628247
HYUNDAI,PALISADE,HYBRID CALLIGRAPHY,SUV,1274000000,235,367,203,Monocoque,2,1.5,1600T,AT,HEV,2180,20,245/50,2900,4995,1975,1750,7,FWD,5,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,311,Multi-link,10.5,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front & Rear),Yes,LED,Yes,Yes (Front & Rear),Yes (Front),No,Yes,Yes,LED,Digital,850,0.08593317558836552,-0.4073585712399566,1.423297313203756,2.0116050977304694,1.5278413866259961,0.8549992193016929,-0.03981480157305043,-0.43153939849493217
HYUNDAI,PALISADE,HYBRID CALLIGRAPHY AWD,SUV,1345000000,235,367,203,Monocoque,2,1.5,1600T,AT,HEV,2200,20,245/50,2900,4995,1975,1750,7,AWD,5,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,311,Multi-link,10.5,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front & Rear),Yes,LED,Yes,Yes (Front & Rear),Yes (Front),No,Yes,Yes,LED,Digital,170,0.09469005632376737,-0.4219533724656264,1.423297313203756,2.0116050977304694,1.5278413866259961,0.8549992193016929,-0.32459923357333675,-0.5040265254398739
HYUNDAI,PALISADE,SIGNATURE AWD,SUV,1215000000,200,440,203,Monocoque,0,0.0,2200T,AT,Diesel,2160,20,245/50,2900,4995,1975,1750,7,AWD,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,311,Multi-link,16.0,-,Lengkap,Wired,Wired,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,Yes (Front & Rear),No,No,No,No,LED,Digital,61,0.08618833960075788,-0.41345998856798305,1.0576650188982895,1.0908105428979733,0.9382834240691804,0.8549992193016929,-0.37024850282044147,-0.3713036169491355
HYUNDAI,SANTA FE,GASOLINE 2.5 6AT PRIME,SUV,605000000,178,232,176,Monocoque,0,0.0,2497,AT,Petrol,1870,18,235/60,2765,4785,1900,1710,7,FWD,5,2,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,130,Multi-link,10.5,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,No,Yes,,Yes,Yes (Driver),Yes,LED,No,No,No,No,No,No,LED,Digital,34,0.011011858355257633,-0.563237800462092,-0.5772988597207989,0.6304132654817253,-0.8303904636012663,0.2826658400029462,-0.381556119973394,0.25147310750740615
HYUNDAI,SANTA FE,GASOLINE 2.5 6AT SIGNATURE,SUV,685000000,178,232,176,Monocoque,0,0.0,2497,AT,Petrol,1890,19,235/55,2765,4785,1900,1710,7,FWD,5,6,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,130,Multi-link,10.5,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,No,No,No,No,No,LED,Digital,50,0.018309258968092535,-0.5741839013813443,1.0576650188982895,0.6304132654817253,0.34872546151236483,0.2826658400029462,-0.3748553098086814,0.16979747151310562
HYUNDAI,SANTA FE,GASOLINE 2.5 6AT STYLE,SUV,575000000,178,232,176,Monocoque,0,0.0,2497,AT,Petrol,1850,18,235/60,2765,4785,1900,1710,7,FWD,5,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,130,Multi-link,10.5,-,Lengkap,Wireless,Wireless,Fabric,Manual,No,No,Yes,,No,No,No,LED,No,No,No,No,No,No,LED,Analog,0,0.0037144577424227756,-0.5522916995428397,-1.0004093878253395,-0.7507785667670188,-0.8303904636012663,0.2826658400029462,-0.39579534157340834,0.2821014710052689
HYUNDAI,STARGAZER,ACTIVE IVT,MPV,271550000,115,144,195,Monocoque,0,0.0,1500,CVT,Petrol,1780,16,205/55,2780,4460,1780,1695,7,FWD,5,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,200,Torsion Beam,10.5,-,Tilt,Wireless,Wireless,Fabric,Manual,No,No,No,,No,No,No,Halogen,No,No,No,No,No,No,Halogen,Digital,52,-0.3775295785788848,-0.24434464051226495,-1.6350751799821504,-1.2111758441832667,-0.8303904636012663,0.14437315829180206,-0.37401770853809235,0.5919073677861502
HYUNDAI,STARGAZER,ACTIVE MT,MPV,258200000,115,144,195,Monocoque,0,0.0,1500,MT,Petrol,1750,16,205/55,2780,4460,1780,1695,7,FWD,5,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,200,Torsion Beam,10.5,-,Tilt,Wireless,Wireless,Fabric,Manual,No,No,No,,No,No,No,Halogen,No,No,No,No,No,No,Halogen,Digital,306,-0.38847567949813716,-0.22792548913338648,-1.6350751799821504,-1.2111758441832667,-0.8303904636012663,0.14437315829180206,-0.2676423471732795,0.6055369895426991
