BRAND,MODEL,VARIAN,BODY TYPE,HARGAOTR,HORSE POWER (HP),TORQUE (Nm),GROUND CLEARENCE,CHASSIS,EV_RANGE_KM,BATTERY (KWH),CC,TRANSMISSION,FUEL,WEIGHT (GVW),WHEEL (Inch),TYRE,WHEELBASE,LONG,WIDTH,HEIGHT,SEAT,DRIVE_SYS,DOOR,AIRBAGS,ABS,EBD,ESC,TCS,AEB,ACC,LKA,RCTA,ACC_STOP_GO,LANE_CENTERING,DRIVER_MONITOR_CAMERA,PARK_SENSOR_FRONT,PARK_SENSOR_REAR,REAR_CAMERA,CAMERA_360,TRUNK_CAPACITY_LITER,TIPE_SUSPENSI_BELAKANG,COMPRESSION_RATIO,TIPE_BATERAI,TILT_TELESCOPIC_STEERING,APPLE_CARPLAY,ANDROID_AUTO,LEATHER_SEAT,PARKING_BRAKE,AUTO_HOLD,WIRELESS_CHARGER,SOFT_TOUCH_INTERIOR,SUNROOF,POWER_TAILGATE,ELECTRIC_SEAT,AMBIENT_LIGHT,HEADLAMP,AIR_SUSPENSION,VENTILATED_SEAT,MASSAGE_SEAT,REAR_SEAT_ENTERTAINMENT,SOFT_CLOSE_DOOR,HEAD_UP_DISPLAY,REAR_LAMP,SPEEDOMETER,TOTAL_2025,INDEX_PERFORMANCE,INDEX_EFFICIENCY,INDEX_SAFETY,INDEX_COMFORT,INDEX_TECH,INDEX_SPACE,INDEX_POPULARITY,INDEX_PRICE
AION,HYPTEC HT,PREMIUM,SUV,685000000,335,430,150,Monocoque,620,83.0,0,Single Speed,BEV,2400,20,245/50,2935,4935,1920,1700,5,RWD,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,672,Multi-link,0.0,LFP,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front & Rear Backrest),Yes,LED,No,Yes (Front),Yes (Front & Rear),No,Yes,Yes,LED,Digital,1914,0.9852538778622275,1.0411968812828087,1.0576650188982895,1.5512078203142212,1.5278413866259961,0.636836214590998,0.4057890743803388,0.16979747151310562
AION,HYPTEC HT,ULTRA (GULLWING),SUV,835000000,335,430,150,Monocoque,620,83.0,0,Single Speed,BEV,2470,20,245/50,2935,4935,1920,1700,5,RWD,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,672,Multi-link,0.0,LFP,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front & Rear Backrest),Yes,LED,No,Yes (Front),Yes (Front & Rear),No,Yes,Yes,LED,Digital,0,1.0107947800071495,1.0028855280654254,1.0576650188982895,1.5512078203142212,1.5278413866259961,0.636836214590998,-0.39579534157340834,0.016655654023792096
AION,UT,PREMIUM,Hatchback,363000000,201,210,150,Monocoque,500,60.0,0,Single Speed,BEV,2050,17,215/55,2750,4270,1850,1575,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,440,Torsion Beam,0.0,LFP,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Driver),Yes,LED,No,No,No,No,No,No,LED,Digital,1087,0.2513805194877025,0.9315519254626308,1.0576650188982895,0.6304132654817253,0.34872546151236483,-0.13770565828055437,0.05944094899175524,0.4985419063901653
AION,V,EXCLUSIVE,SUV,449000000,181,240,160,Monocoque,505,64.5,0,Single Speed,BEV,2250,18,225/55,2775,4605,1854,1660,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,427,Multi-link,0.0,LFP,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Driver),Yes,LED,No,No,No,No,No,No,LED,Digital,101,0.3540214492894802,0.8679499989651077,0.8461097548460191,0.6304132654817253,0.34872546151236483,0.10704885837815051,-0.3534964774086599,0.41074059769629223
AION,V,LUXURY,SUV,489000000,201,240,160,Monocoque,602,75.3,0,Single Speed,BEV,2320,19,225/45,2775,4605,1854,1660,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,427,Multi-link,0.0,LFP,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,Yes (Front),Yes (Front),No,No,No,LED,Digital,2986,0.5223827946746088,0.9998302135351084,1.0576650188982895,1.5512078203142212,0.9382834240691804,0.10704885837815051,0.8547433554160844,0.369902779699142
AION,Y PLUS,EXCLUSIVE,MPV,419000000,201,225,150,Monocoque,410,50.6,0,Single Speed,BEV,2235,17,215/55,2750,4535,1870,1650,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,405,Torsion Beam,0.0,LFP,Lengkap,Wired,Wired,Synthetic Leather,Electric,Yes,No,Yes,Panoramic,No,Yes (Driver),Yes,LED,No,No,No,No,No,No,LED,Digital,602,0.2317263762264885,0.6782276436206073,0.8461097548460191,0.1700159880654772,-0.24083250104445075,0.01878837207598407,-0.14367735912609603,0.4413689611941549
AION,Y PLUS,PREMIUM,MPV,479000000,201,225,150,Monocoque,490,63.2,0,Single Speed,BEV,2300,18,215/50,2750,4535,1870,1650,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,405,Torsion Beam,0.0,LFP,Lengkap,Wired,Wired,Synthetic Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Driver),Yes,LED,No,Yes (Driver),No,No,No,No,LED,Digital,149,0.37217254748478484,0.8177472445329119,0.8461097548460191,1.0908105428979733,0.9382834240691804,0.01878837207598407,-0.33339404691452207,0.38011223419842954
AUDI,A4,SEDAN 2.0 TFSI QUATTRO,Sedan,1350000000,245,370,135,Monocoque,0,0.0,2000T,DCT,Petrol,2085,18,245/40,2820,4762,1847,1431,5,AWD,4,6,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,460,Multi-link,9.6,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Moonroof,Yes,Yes (Front),Yes,LED,No,No,No,No,No,No,LED,Digital,3,0.05295033178320495,-0.35872948397172144,-0.2116665654153323,0.6304132654817253,-0.24083250104445075,-0.2839218657739212,-0.39453893966752474,-0.5091312526895176
AUDI,A5,COUPE 2.0 TFSI QUATTRO,Coupe,1550000000,245,370,120,Monocoque,0,0.0,2000T,DCT,Petrol,2050,19,255/35,2766,4697,1846,1371,4,AWD,2,6,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,450,Multi-link,9.6,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,No,No,No,No,No,LED,Digital,0,0.03762579049625171,-0.3331885818267994,-0.2116665654153323,0.6304132654817253,-0.24083250104445075,-0.9400254102765155,-0.39579534157340834,-0.713320342675269
AUDI,A5,SPORTBACK 2.0 TFSI QUATTRO,Sedan,1550000000,245,370,120,Monocoque,0,0.0,2000T,DCT,Petrol,2100,19,255/35,2824,4733,1843,1386,5,AWD,5,6,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,480,Multi-link,9.6,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,No,No,No,No,No,LED,Digital,1,0.05951799233475635,-0.3696755848909738,-0.2116665654153323,0.6304132654817253,-0.24083250104445075,-0.19836364548508412,-0.3953765409381138,-0.713320342675269
AUDI,Q5,2.0 TFSI QUATTRO,SUV,1350000000,245,370,200,Monocoque,0,0.0,2000T,AT,Petrol,2400,19,235/55,2819,4682,1893,1662,5,AWD,5,6,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,520,Multi-link,9.6,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,No,No,No,No,No,LED,Digital,5,0.19087120336578417,-0.5885976032760201,-0.2116665654153323,0.6304132654817253,-0.24083250104445075,0.45872539888063846,-0.39370133839693566,-0.5091312526895176
AUDI,Q7,3.0 TFSI QUATTRO,SUV,2550000000,340,500,210,Monocoque,0,0.0,3000T,AT,Petrol,2800,20,285/45,2994,5063,1970,1741,7,AWD,5,6,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,295,Multi-link,11.2,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,Yes,Yes (Front),No,No,No,Yes,LED,Digital,0,0.6813161065629133,-0.8804936277894152,0.2114439626892083,1.5512078203142212,0.9382834240691804,0.9426533626110511,-0.39579534157340834,-1.7342657926040261
AUDI,Q8,3.0 TFSI QUATTRO,SUV,2950000000,340,500,210,Monocoque,0,0.0,3000T,AT,Petrol,2890,21,285/45,2995,4986,1995,1705,5,AWD,5,6,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,605,Multi-link,11.2,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,Yes,Yes (Front),No,No,Yes,Yes,LED,Digital,5,0.7207220698722218,-0.9461702333049291,0.2114439626892083,1.5512078203142212,0.9382834240691804,0.9788814091766408,-0.39370133839693566,-2.1426439725755286
BAIC,BJ30,HYBRID AWD,SUV,575000000,403,685,215,Monocoque,2,1.5,1500T,DHT,HEV,1900,19,235/60,2820,4730,1910,1790,5,AWD,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,450,Multi-link,11.5,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,Yes (Front),No,No,No,Yes,LED,Digital,114,0.6212093686736295,-0.20303135408058007,1.0576650188982895,1.0908105428979733,1.5278413866259961,0.6161407100750061,-0.34805206914983094,0.2821014710052689
BAIC,BJ40,PLUS 4X4,SUV,783000000,221,380,210,Ladder Frame,0,0.0,2000T,AT,Petrol,2520,17,265/65,2745,4645,1925,1871,5,4X4,5,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,532,Rigid Axle,9.5,-,Tilt,Wired,Wired,Leather,Manual,No,No,Yes,,No,Yes (Driver),Yes,LED,No,No,No,No,No,No,LED,Digital,455,0.21251639455833815,-0.6761664106300387,-1.0004093878253395,0.1700159880654772,-0.8303904636012663,0.6839450653617459,-0.20524105251439323,0.06974481742008745
BAIC,X55 II,LITE,SUV,380000000,185,305,160,Monocoque,0,0.0,1500T,DCT,Petrol,1970,18,225/55,2735,4620,1886,1680,5,FWD,5,4,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,350,Multi-link,10.5,-,Lengkap,Wired,Wired,Synthetic Leather,Electric,Yes,No,Yes,,No,No,No,LED,No,No,No,No,No,No,LED,Digital,30,-0.17707492522636473,-0.2748093769241204,-0.8175932406726062,-0.7507785667670188,-0.8303904636012663,0.07737875804866695,-0.3832313225145722,0.48118583374137647
BAIC,X55 II,PRIME,SUV,429000000,185,305,160,Monocoque,0,0.0,1500T,DCT,Petrol,1970,19,225/55,2735,4620,1886,1680,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,350,Multi-link,10.5,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital,20,-0.17707492522636473,-0.2748093769241204,1.0576650188982895,1.0908105428979733,0.34872546151236483,0.07737875804866695,-0.38741932886751757,0.43115950669486736
BMW,2 SERIES,218I GRAN COUPÉ SPORT,Sedan,895000000,140,220,152,Monocoque,0,0.0,1500T,DCT,Petrol,1925,17,225/45,2670,4526,1800,1420,5,FWD,4,6,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,430,Multi-link,11.0,-,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,No,Yes,,Yes,Yes (Front),Yes,LED,No,No,No,No,No,No,LED,Digital,19,-0.37279052135857593,-0.24197107416636343,0.2114439626892083,0.6304132654817253,-0.8303904636012663,-0.5033217247280573,-0.3878381295028121,-0.04460107297193332
BMW,2 SERIES,220I COUPÉ M SPORT,Coupe,1419000000,184,300,128,Monocoque,0,0.0,2000T,AT,Petrol,2040,18,225/45,2741,4537,1838,1390,4,RWD,2,6,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,390,Multi-link,11.0,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Moonroof,Yes,Yes (Front),Yes,LED,No,No,No,No,No,No,LED,Digital,5,-0.15387812652045119,-0.3258911812139645,0.2114439626892083,0.6304132654817253,-0.24083250104445075,-1.0266580260803702,-0.39370133839693566,-0.5795764887346019
BMW,3 SERIES,320I M SPORT,Sedan,1280000000,184,300,141,Monocoque,0,0.0,2000T,AT,Petrol,2075,18,225/45,2851,4713,1827,1435,5,RWD,4,6,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,480,Multi-link,11.0,-,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,Yes,Yes,,Yes,Yes (Front),Yes,LED,No,No,No,No,No,No,LED,Digital,74,-0.13855358523349795,-0.3514320833588866,0.2114439626892083,0.6304132654817253,-0.24083250104445075,-0.2603944685649705,-0.3648040945616125,-0.4376650711945047
BMW,3 SERIES,330I M SPORT PRO,Sedan,1450000000,258,400,136,Monocoque,0,0.0,2000T,AT,Petrol,2140,19,225/40,2851,4713,1827,1435,5,RWD,4,6,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,480,Multi-link,10.2,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Moonroof,Yes,Yes (Front),Yes,LED,No,No,No,No,No,Yes,LED,Digital,90,0.134076404193937,-0.39886518734231324,0.4229992267414786,0.6304132654817253,0.9382834240691804,-0.28008333973730737,-0.35810328439689987,-0.6112257976823934
BMW,4 SERIES,430I M SPORT PRO CONVERTIBLE,Convertible,1830000000,258,400,129,Monocoque,0,0.0,2000T,AT,Petrol,2240,19,225/40,2851,4768,1852,1384,4,RWD,2,6,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,385,Multi-link,10.2,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,,Yes,Yes (Front),Yes,LED,No,No,No,No,No,Yes,LED,Digital,21,0.1778608078709462,-0.47183919347066205,0.4229992267414786,0.6304132654817253,0.9382834240691804,-0.8578253332740524,-0.38700052823222303,-0.999185068655321
BMW,4 SERIES,430I M SPORT PRO COUPÉ,Coupe,1685000000,258,400,129,Monocoque,0,0.0,2000T,AT,Petrol,2105,19,225/40,2851,4768,1852,1383,4,RWD,2,6,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,440,Multi-link,10.2,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Moonroof,Yes,Yes (Front),Yes,LED,No,No,No,No,No,Yes,LED,Digital,41,0.11875186290698374,-0.3733242851973912,0.4229992267414786,0.6304132654817253,0.9382834240691804,-0.8099200431737017,-0.37862451552633225,-0.8511479784156513
BMW,4 SERIES,I4 EDRIVE35 GRAN COUPÉ,Sedan,1841000000,286,400,125,Monocoque,483,67.0,0,Single Speed,BEV,2615,18,245/45,2856,4783,1852,1448,5,RWD,5,6,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,470,Multi-link,0.0,NMC,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,Yes,Yes,Moonroof,Yes,Yes (Front),Yes,LED,Yes,No,No,No,No,No,LED,Digital,36,0.7983878791008312,0.6761329010935274,0.8461097548460191,1.0908105428979733,0.34872546151236483,-0.07742416605092287,-0.38071851870280493,-1.0104154686045372
BMW,5 SERIES,520I M SPORT (G60),Sedan,1670000000,208,330,154,Monocoque,0,0.0,2000T,AT,Petrol,2315,19,245/45,2995,5060,1900,1515,5,RWD,4,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,520,Multi-link,11.0,-,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,No,No,No,No,No,LED,Digital,126,0.0429508366917886,-0.5265696980669236,1.149073092474656,0.6304132654817253,0.9382834240691804,0.2194773711733946,-0.34302646152629646,-0.8358337966667199
BMW,5 SERIES,I5 EDRIVE40 M SPORT,Sedan,2250000000,340,430,144,Monocoque,582,81.2,0,Single Speed,BEV,2780,20,245/40,2995,5060,1900,1515,5,RWD,4,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,490,Multi-link,0.0,NMC,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,Yes,Yes (Front),No,No,No,Yes,LED,Digital,99,1.1020374330799871,0.7894106049096286,1.149073092474656,1.5512078203142212,1.5278413866259961,0.15345533422664004,-0.354334078679249,-1.427982157625399
BMW,5 SERIES,I5 M60 XDRIVE,Sedan,2900000000,601,820,136,Monocoque,516,81.2,0,Single Speed,BEV,2895,21,255/35,2995,5060,1900,1505,5,AWD,4,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,490,Multi-link,0.0,NMC,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,Yes,Yes (Front),No,No,No,Yes,LED,Digital,11,1.865908431932261,0.6797815272700534,1.149073092474656,1.5512078203142212,1.5278413866259961,0.11252730698292518,-0.39118853458516845,-2.0915967000790907
BMW,7 SERIES,735I M SPORT (G70),Sedan,2350000000,286,425,135,Monocoque,0,0.0,3000T,AT,Petrol,2625,20,255/40,3215,5391,1950,1544,5,RWD,4,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,540,Multi-link,11.0,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front & Rear),Yes,LED,Yes,Yes (Front & Rear),Yes (Front & Rear),No,Yes,Yes,LED,Digital,132,0.42420815067448847,-0.7527891170648049,1.149073092474656,2.0116050977304694,1.5278413866259961,0.5248399301347456,-0.34051365771452924,-1.5300767026182747
BMW,7 SERIES,I7 M70 XDRIVE,Sedan,3700000000,660,1100,129,Monocoque,560,101.7,0,Single Speed,BEV,3345,21,255/40,3215,5391,1950,1544,5,AWD,4,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,500,Multi-link,0.0,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front & Rear),Yes,LED,Yes,Yes (Front & Rear),Yes (Front & Rear),Yes,Yes,Yes,LED,Digital,1,2.5315613632828913,0.6574206476091997,1.149073092474656,2.0116050977304694,2.117399349182812,0.46568755859183353,-0.3953765409381138,-2.9083530600220966
BMW,7 SERIES,I7 XDRIVE60 GRAN LUSSO,Sedan,3415000000,544,745,136,Monocoque,625,101.7,0,Single Speed,BEV,3250,21,255/40,3215,5391,1950,1544,5,AWD,4,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,500,Multi-link,0.0,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front & Rear),Yes,LED,Yes,Yes (Front & Rear),Yes (Front & Rear),Yes,Yes,Yes,LED,Digital,25,2.0205676614416594,0.7553962152787064,1.149073092474656,2.0116050977304694,2.117399349182812,0.49325197823310507,-0.3853253256910449,-2.6173836067924006
BMW,IX,XDRIVE40 SPORT,SUV,2483000000,326,630,202,Monocoque,425,76.6,0,Single Speed,BEV,2440,22,275/40,3000,4953,1967,1695,5,AWD,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,500,Multi-link,0.0,NMC,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,No,No,No,Yes,Yes,LED,Digital,106,1.0442368781036364,0.8211685723969342,1.0576650188982895,0.6304132654817253,1.5278413866259961,0.7993705698259295,-0.35140247423218723,-1.6658624474587993
BMW,IX,XDRIVE50 SPORT,SUV,2665000000,523,765,202,Monocoque,630,111.5,0,Single Speed,BEV,2585,22,275/40,3000,4953,1967,1695,5,AWD,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,500,Multi-link,0.0,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,Yes,Yes (Front),Yes (Front),No,Yes,Yes,LED,Digital,4,1.8298741483329002,1.215059108747039,1.0576650188982895,2.0116050977304694,1.5278413866259961,0.7993705698259295,-0.3941201390322302,-1.851674519345833
BMW,IX1,EDRIVE20 M SPORT,SUV,1365000000,204,250,170,Monocoque,474,64.8,0,Single Speed,BEV,2100,19,245/45,2692,4500,1845,1616,5,FWD,5,7,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,490,Multi-link,0.0,NMC,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,No,Yes,LED,No,No,Yes (Front),No,No,No,LED,Digital,173,0.32979997814920387,0.9309375444469233,0.9375178284223856,0.6304132654817253,-0.24083250104445075,0.05450302647750455,-0.32334283166745315,-0.524445434438449
BMW,IX2,XDRIVE30 M SPORT,SUV,1485000000,313,494,207,Monocoque,449,64.8,0,Single Speed,BEV,2095,19,245/45,2692,4554,1845,1560,5,AWD,5,7,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,525,Multi-link,0.0,NMC,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,No,No,No,No,No,LED,Digital,2,0.7076168092404416,0.9159888434063295,1.149073092474656,0.6304132654817253,0.34872546151236483,0.19683847068994792,-0.39495774030281927,-0.6469588884298999
BMW,M2,COUPÉ,Coupe,2040000000,460,550,123,Monocoque,0,0.0,3000T,AT,Petrol,2275,19 & 20,275/35,2747,4580,1887,1403,4,RWD,2,6,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,390,Multi-link,9.3,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,,No,Yes (Front),Yes,LED,No,No,No,No,No,Yes,LED,Digital,91,0.7197428530594184,-0.4973800956155841,0.2114439626892083,0.1700159880654772,0.34872546151236483,-0.9493569358754091,-0.35768448376160533,-1.2135836131403601
BMW,M3,COMPETITION M XDRIVE,Sedan,2900000000,530,650,120,Monocoque,0,0.0,3000T,AT,Petrol,2335,19 & 20,275/35,2857,4794,1903,1433,5,AWD,4,6,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,480,Multi-link,9.3,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,,No,Yes (Front),Yes,LED,No,Yes (Front),No,No,No,Yes,LED,Digital,5,0.9831373667713346,-0.5411644992925934,0.2114439626892083,0.6304132654817253,0.34872546151236483,-0.21102287265837688,-0.39370133839693566,-2.0915967000790907
BMW,M3,COMPETITION TOURING M XDRIVE,Station Wagon,2950000000,530,650,120,Monocoque,0,0.0,3000T,AT,Petrol,2415,19 & 20,275/35,2857,4794,1903,1436,5,AWD,5,6,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,500,Multi-link,9.3,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,,Yes,Yes (Front),Yes,LED,No,Yes (Front),No,No,No,Yes,LED,Digital,27,1.018164889712942,-0.5995437041952724,0.2114439626892083,1.0908105428979733,0.34872546151236483,-0.00875315754692916,-0.3844877244204558,-2.1426439725755286
BMW,M3,CS,Sedan,3700000000,550,650,118,Monocoque,0,0.0,3000T,AT,Petrol,2315,19 & 20,275/35,2857,4795,1918,1438,4,AWD,4,6,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,480,Multi-link,9.3,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,,No,Yes (Front),Yes,LED,No,No,No,No,No,Yes,LED,Digital,6,1.0096117636942736,-0.5265696980669236,-0.00011130136306199472,0.1700159880654772,0.34872546151236483,-0.300344944917719,-0.3932825377616411,-2.9083530600220966
BMW,M4,COMPETITION M XDRIVE,Coupe,2850000000,530,650,120,Monocoque,0,0.0,3000T,AT,Petrol,2325,19 & 20,275/35,2857,4794,1887,1393,4,AWD,2,6,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,440,Multi-link,9.3,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,,No,Yes (Front),Yes,LED,No,Yes (Front),No,No,No,Yes,LED,Digital,28,0.9787589264036336,-0.5338670986797586,0.2114439626892083,0.6304132654817253,0.34872546151236483,-0.7757978550238201,-0.3840689237851613,-2.0405494275826532
BMW,M4,COMPETITION M XDRIVE CONVERTIBLE,Convertible,3000000000,530,650,120,Monocoque,0,0.0,3000T,AT,Petrol,2475,19 & 20,275/35,2857,4794,1887,1395,4,AWD,2,6,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,385,Multi-link,9.3,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,,No,Yes (Front),Yes,LED,No,Yes (Front),No,No,No,Yes,LED,Digital,17,1.0444355319191474,-0.6433281078722817,0.2114439626892083,0.6304132654817253,0.34872546151236483,-0.8227605617873732,-0.3886757307734012,-2.1936912450719666
BMW,M4,CS,Coupe,3900000000,550,650,118,Monocoque,0,0.0,3000T,AT,Petrol,2310,19 & 20,275/35,2857,4801,1918,1399,4,AWD,2,6,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,440,Multi-link,9.3,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,,No,Yes (Front),Yes,LED,No,No,No,No,No,Yes,LED,Digital,7,1.0074225435104232,-0.5229209977605062,-0.00011130136306199472,0.1700159880654772,0.34872546151236483,-0.733952130362855,-0.3928637371263466,-3.112542150007848
BMW,X1,SDRIVE18I XLINE (U11),SUV,1029000000,156,230,205,Monocoque,0,0.0,1500T,DCT,Petrol,2050,18,225/55,2692,4500,1845,1642,5,FWD,5,7,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,540,Multi-link,11.0,-,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,No,No,No,No,No,LED,Digital,174,-0.27849355466549,-0.3331885818267994,0.3028520362655748,0.6304132654817253,-0.24083250104445075,0.26123944911073466,-0.3229240310321586,-0.18140776326238672
BMW,X3,SDRIVE20I XLINE (G01),SUV,1325000000,184,300,204,Monocoque,0,0.0,2000T,AT,Petrol,2400,19,245/50,2864,4708,1891,1676,5,RWD,5,6,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,550,Multi-link,11.0,-,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,No,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,No,No,No,No,No,LED,Digital,30,0.003745726716782172,-0.5885976032760201,-0.42322182946760256,0.6304132654817253,-0.8303904636012663,0.5522512289820459,-0.3832313225145722,-0.48360761644129874
BMW,X3,XDRIVE20I (G45),SUV,1480000000,208,330,216,Monocoque,0,0.0,2000T,AT,Petrol,2550,19,245/50,2865,4755,1920,1660,5,AWD,5,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,570,Multi-link,11.0,-,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,No,No,No,No,No,LED,Digital,14,0.14584418533276042,-0.6980586124685434,1.149073092474656,0.6304132654817253,0.9382834240691804,0.65785207793775,-0.3899321326792848,-0.6418541611802561
