BRAND,MODEL,VARIAN,BODY TYPE,HARGAOTR,HORSE POWER (HP),TORQUE (Nm),GROUND CLEARENCE,CHASSIS,EV_RANGE_KM,BATTERY (KWH),CC,TRANSMISSION,FUEL,WEIGHT (GVW),WHEEL (Inch),TYRE,WHEELBASE,LONG,WIDTH,HEIGHT,SEAT,DRIVE_SYS,DOOR,AIRBAGS,ABS,EBD,ESC,TCS,AEB,ACC,LKA,RCTA,ACC_STOP_GO,LANE_CENTERING,DRIVER_MONITOR_CAMERA,PARK_SENSOR_FRONT,PARK_SENSOR_REAR,REAR_CAMERA,CAMERA_360,TRUNK_CAPACITY_LITER,TIPE_SUSPENSI_BELAKANG,COMPRESSION_RATIO,TIPE_BATERAI,TILT_TELESCOPIC_STEERING,APPLE_CARPLAY,ANDROID_AUTO,LEATHER_SEAT,PARKING_BRAKE,AUTO_HOLD,WIRELESS_CHARGER,SOFT_TOUCH_INTERIOR,SUNROOF,POWER_TAILGATE,ELECTRIC_SEAT,AMBIENT_LIGHT,HEADLAMP,AIR_SUSPENSION,VENTILATED_SEAT,MASSAGE_SEAT,REAR_SEAT_ENTERTAINMENT,SOFT_CLOSE_DOOR,HEAD_UP_DISPLAY,REAR_LAMP,SPEEDOMETER
AION,Hyptec HT,Premium,SUV,685000000,335,430,150,Monocoque,620,83.0,0,Single Speed,BEV,2400,20,245/50,2935,4935,1920,1700,5,RWD,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,672,Multi-link,0.0,LFP,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front & Rear Backrest),Yes,LED,No,Yes (Front),Yes (Front & Rear),No,Yes,Yes,LED,Digital
AION,Hyptec HT,Ultra (Gullwing),SUV,835000000,335,430,150,Monocoque,620,83.0,0,Single Speed,BEV,2470,20,245/50,2935,4935,1920,1700,5,RWD,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,672,Multi-link,0.0,LFP,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front & Rear Backrest),Yes,LED,No,Yes (Front),Yes (Front & Rear),No,Yes,Yes,LED,Digital
AION,UT,Premium,Hatchback,363000000,201,210,150,Monocoque,500,60.0,0,Single Speed,BEV,2050,17,215/55,2750,4270,1850,1575,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,440,Torsion Beam,0.0,LFP,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Driver),Yes,LED,No,No,No,No,No,No,LED,Digital
AION,V,Exclusive,SUV,449000000,181,240,160,Monocoque,505,64.5,0,Single Speed,BEV,2250,18,225/55,2775,4605,1854,1660,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,427,Multi-link,0.0,LFP,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Driver),Yes,LED,No,No,No,No,No,No,LED,Digital
AION,V,Luxury,SUV,489000000,201,240,160,Monocoque,602,75.3,0,Single Speed,BEV,2320,19,225/45,2775,4605,1854,1660,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,427,Multi-link,0.0,LFP,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,Yes (Front),Yes (Front),No,No,No,LED,Digital
AION,Y Plus,Exclusive,MPV,419000000,201,225,150,Monocoque,410,50.6,0,Single Speed,BEV,2235,17,215/55,2750,4535,1870,1650,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,405,Torsion Beam,0.0,LFP,Lengkap,Wired,Wired,Synthetic Leather,Electric,Yes,No,Yes,Panoramic,No,Yes (Driver),Yes,LED,No,No,No,No,No,No,LED,Digital
AION,Y Plus,Premium,MPV,479000000,201,225,150,Monocoque,490,63.2,0,Single Speed,BEV,2300,18,215/50,2750,4535,1870,1650,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,405,Torsion Beam,0.0,LFP,Lengkap,Wired,Wired,Synthetic Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Driver),Yes,LED,No,Yes (Driver),No,No,No,No,LED,Digital
Audi,A4,Sedan 2.0 TFSI quattro,Sedan,1350000000,245,370,135,Monocoque,0,0.0,2000T,DCT,Petrol,2085,18,245/40,2820,4762,1847,1431,5,AWD,4,6,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,460,Multi-link,9.6,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Moonroof,Yes,Yes (Front),Yes,LED,No,No,No,No,No,No,LED,Digital
Audi,A5,Coupe 2.0 TFSI quattro,Coupe,1550000000,245,370,120,Monocoque,0,0.0,2000T,DCT,Petrol,2050,19,255/35,2766,4697,1846,1371,4,AWD,2,6,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,450,Multi-link,9.6,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,No,No,No,No,No,LED,Digital
Audi,A5,Sportback 2.0 TFSI quattro,Sedan,1550000000,245,370,120,Monocoque,0,0.0,2000T,DCT,Petrol,2100,19,255/35,2824,4733,1843,1386,5,AWD,5,6,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,480,Multi-link,9.6,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,No,No,No,No,No,LED,Digital
Audi,Q5,2.0 TFSI Quattro,SUV,1350000000,245,370,200,Monocoque,0,0.0,2000T,AT,Petrol,2400,19,235/55,2819,4682,1893,1662,5,AWD,5,6,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,520,Multi-link,9.6,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,No,No,No,No,No,LED,Digital
Audi,Q7,3.0 TFSI Quattro,SUV,2550000000,340,500,210,Monocoque,0,0.0,3000T,AT,Petrol,2800,20,285/45,2994,5063,1970,1741,7,AWD,5,6,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,295,Multi-link,11.2,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,Yes,Yes (Front),No,No,No,Yes,LED,Digital
Audi,Q8,3.0 TFSI Quattro,SUV,2950000000,340,500,210,Monocoque,0,0.0,3000T,AT,Petrol,2890,21,285/45,2995,4986,1995,1705,5,AWD,5,6,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,605,Multi-link,11.2,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,Yes,Yes (Front),No,No,Yes,Yes,LED,Digital
BAIC,BJ30,Hybrid AWD,SUV,575000000,403,685,215,Monocoque,2,1.5,1500T,DHT,HEV,1900,19,235/60,2820,4730,1910,1790,5,AWD,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,450,Multi-link,11.5,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,Yes (Front),No,No,No,Yes,LED,Digital
BAIC,BJ40,Plus 4x4,SUV,783000000,221,380,210,Ladder Frame,0,0.0,2000T,AT,Petrol,2520,17,265/65,2745,4645,1925,1871,5,4X4,5,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,532,Rigid Axle,9.5,-,Tilt,Wired,Wired,Leather,Manual,No,No,Yes,None,No,Yes (Driver),Yes,LED,No,No,No,No,No,No,LED,Digital
BAIC,X55 II,Lite,SUV,380000000,185,305,160,Monocoque,0,0.0,1500T,DCT,Petrol,1970,18,225/55,2735,4620,1886,1680,5,FWD,5,4,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,350,Multi-link,10.5,-,Lengkap,Wired,Wired,Synthetic Leather,Electric,Yes,No,Yes,None,No,No,No,LED,No,No,No,No,No,No,LED,Digital
BAIC,X55 II,Prime,SUV,429000000,185,305,160,Monocoque,0,0.0,1500T,DCT,Petrol,1970,19,225/55,2735,4620,1886,1680,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,350,Multi-link,10.5,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital
BMW,2 Series,218i Gran Coupé Sport,Sedan,895000000,140,220,152,Monocoque,0,0.0,1500T,DCT,Petrol,1925,17,225/45,2670,4526,1800,1420,5,FWD,4,6,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,430,Multi-link,11.0,-,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,No,Yes,None,Yes,Yes (Front),Yes,LED,No,No,No,No,No,No,LED,Digital
BMW,2 Series,220i Coupé M Sport,Coupe,1419000000,184,300,128,Monocoque,0,0.0,2000T,AT,Petrol,2040,18,225/45,2741,4537,1838,1390,4,RWD,2,6,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,390,Multi-link,11.0,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Moonroof,Yes,Yes (Front),Yes,LED,No,No,No,No,No,No,LED,Digital
BMW,3 Series,320i M Sport,Sedan,1280000000,184,300,141,Monocoque,0,0.0,2000T,AT,Petrol,2075,18,225/45,2851,4713,1827,1435,5,RWD,4,6,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,480,Multi-link,11.0,-,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,Yes,Yes,None,Yes,Yes (Front),Yes,LED,No,No,No,No,No,No,LED,Digital
BMW,3 Series,330i M Sport Pro,Sedan,1450000000,258,400,136,Monocoque,0,0.0,2000T,AT,Petrol,2140,19,225/40,2851,4713,1827,1435,5,RWD,4,6,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,480,Multi-link,10.2,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Moonroof,Yes,Yes (Front),Yes,LED,No,No,No,No,No,Yes,LED,Digital
BMW,4 Series,430i M Sport Pro Convertible,Convertible,1830000000,258,400,129,Monocoque,0,0.0,2000T,AT,Petrol,2240,19,225/40,2851,4768,1852,1384,4,RWD,2,6,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,385,Multi-link,10.2,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,None,Yes,Yes (Front),Yes,LED,No,No,No,No,No,Yes,LED,Digital
BMW,4 Series,430i M Sport Pro Coupé,Coupe,1685000000,258,400,129,Monocoque,0,0.0,2000T,AT,Petrol,2105,19,225/40,2851,4768,1852,1383,4,RWD,2,6,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,440,Multi-link,10.2,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Moonroof,Yes,Yes (Front),Yes,LED,No,No,No,No,No,Yes,LED,Digital
BMW,4 Series,i4 eDrive35 Gran Coupé,Sedan,1841000000,286,400,125,Monocoque,483,67.0,0,Single Speed,BEV,2615,18,245/45,2856,4783,1852,1448,5,RWD,5,6,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,470,Multi-link,0.0,NMC,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,Yes,Yes,Moonroof,Yes,Yes (Front),Yes,LED,Yes,No,No,No,No,No,LED,Digital
BMW,5 Series,520i M Sport (G60),Sedan,1670000000,208,330,154,Monocoque,0,0.0,2000T,AT,Petrol,2315,19,245/45,2995,5060,1900,1515,5,RWD,4,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,520,Multi-link,11.0,-,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,No,No,No,No,No,LED,Digital
BMW,5 Series,i5 eDrive40 M Sport,Sedan,2250000000,340,430,144,Monocoque,582,81.2,0,Single Speed,BEV,2780,20,245/40,2995,5060,1900,1515,5,RWD,4,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,490,Multi-link,0.0,NMC,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,Yes,Yes (Front),No,No,No,Yes,LED,Digital
BMW,5 Series,i5 M60 xDrive,Sedan,2900000000,601,820,136,Monocoque,516,81.2,0,Single Speed,BEV,2895,21,255/35,2995,5060,1900,1505,5,AWD,4,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,490,Multi-link,0.0,NMC,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,Yes,Yes (Front),No,No,No,Yes,LED,Digital
BMW,7 Series,735i M Sport (G70),Sedan,2350000000,286,425,135,Monocoque,0,0.0,3000T,AT,Petrol,2625,20,255/40,3215,5391,1950,1544,5,RWD,4,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,540,Multi-link,11.0,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front & Rear),Yes,LED,Yes,Yes (Front & Rear),Yes (Front & Rear),No,Yes,Yes,LED,Digital
BMW,7 Series,i7 M70 xDrive,Sedan,3700000000,660,1100,129,Monocoque,560,101.7,0,Single Speed,BEV,3345,21,255/40,3215,5391,1950,1544,5,AWD,4,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,500,Multi-link,0.0,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front & Rear),Yes,LED,Yes,Yes (Front & Rear),Yes (Front & Rear),Yes,Yes,Yes,LED,Digital
BMW,7 Series,i7 xDrive60 Gran Lusso,Sedan,3415000000,544,745,136,Monocoque,625,101.7,0,Single Speed,BEV,3250,21,255/40,3215,5391,1950,1544,5,AWD,4,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,500,Multi-link,0.0,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front & Rear),Yes,LED,Yes,Yes (Front & Rear),Yes (Front & Rear),Yes,Yes,Yes,LED,Digital
BMW,iX,xDrive40 Sport,SUV,2483000000,326,630,202,Monocoque,425,76.6,0,Single Speed,BEV,2440,22,275/40,3000,4953,1967,1695,5,AWD,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,500,Multi-link,0.0,NMC,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,No,No,No,Yes,Yes,LED,Digital
BMW,iX,xDrive50 Sport,SUV,2665000000,523,765,202,Monocoque,630,111.5,0,Single Speed,BEV,2585,22,275/40,3000,4953,1967,1695,5,AWD,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,500,Multi-link,0.0,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,Yes,Yes (Front),Yes (Front),No,Yes,Yes,LED,Digital
BMW,iX1,eDrive20 M Sport,SUV,1365000000,204,250,170,Monocoque,474,64.8,0,Single Speed,BEV,2100,19,245/45,2692,4500,1845,1616,5,FWD,5,7,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,490,Multi-link,0.0,NMC,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,No,Yes,LED,No,No,Yes (Front),No,No,No,LED,Digital
BMW,iX2,xDrive30 M Sport,SUV,1485000000,313,494,207,Monocoque,449,64.8,0,Single Speed,BEV,2095,19,245/45,2692,4554,1845,1560,5,AWD,5,7,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,525,Multi-link,0.0,NMC,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,No,No,No,No,No,LED,Digital
BMW,M2,Coupé,Coupe,2040000000,460,550,123,Monocoque,0,0.0,3000T,AT,Petrol,2275,19 & 20,275/35,2747,4580,1887,1403,4,RWD,2,6,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,390,Multi-link,9.3,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,None,No,Yes (Front),Yes,LED,No,No,No,No,No,Yes,LED,Digital
BMW,M3,Competition M xDrive,Sedan,2900000000,530,650,120,Monocoque,0,0.0,3000T,AT,Petrol,2335,19 & 20,275/35,2857,4794,1903,1433,5,AWD,4,6,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,480,Multi-link,9.3,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,None,No,Yes (Front),Yes,LED,No,Yes (Front),No,No,No,Yes,LED,Digital
BMW,M3,Competition Touring M xDrive,Station Wagon,2950000000,530,650,120,Monocoque,0,0.0,3000T,AT,Petrol,2415,19 & 20,275/35,2857,4794,1903,1436,5,AWD,5,6,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,500,Multi-link,9.3,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,None,Yes,Yes (Front),Yes,LED,No,Yes (Front),No,No,No,Yes,LED,Digital
BMW,M3,CS,Sedan,3700000000,550,650,118,Monocoque,0,0.0,3000T,AT,Petrol,2315,19 & 20,275/35,2857,4795,1918,1438,4,AWD,4,6,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,480,Multi-link,9.3,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,None,No,Yes (Front),Yes,LED,No,No,No,No,No,Yes,LED,Digital
BMW,M4,Competition M xDrive,Coupe,2850000000,530,650,120,Monocoque,0,0.0,3000T,AT,Petrol,2325,19 & 20,275/35,2857,4794,1887,1393,4,AWD,2,6,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,440,Multi-link,9.3,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,None,No,Yes (Front),Yes,LED,No,Yes (Front),No,No,No,Yes,LED,Digital
BMW,M4,Competition M xDrive Convertible,Convertible,3000000000,530,650,120,Monocoque,0,0.0,3000T,AT,Petrol,2475,19 & 20,275/35,2857,4794,1887,1395,4,AWD,2,6,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,385,Multi-link,9.3,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,None,No,Yes (Front),Yes,LED,No,Yes (Front),No,No,No,Yes,LED,Digital
BMW,M4,CS,Coupe,3900000000,550,650,118,Monocoque,0,0.0,3000T,AT,Petrol,2310,19 & 20,275/35,2857,4801,1918,1399,4,AWD,2,6,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,440,Multi-link,9.3,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,None,No,Yes (Front),Yes,LED,No,No,No,No,No,Yes,LED,Digital
BMW,X1,sDrive18i xLine (U11),SUV,1029000000,156,230,205,Monocoque,0,0.0,1500T,DCT,Petrol,2050,18,225/55,2692,4500,1845,1642,5,FWD,5,7,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,540,Multi-link,11.0,-,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,No,No,No,No,No,LED,Digital
BMW,X3,sDrive20i xLine (G01),SUV,1325000000,184,300,204,Monocoque,0,0.0,2000T,AT,Petrol,2400,19,245/50,2864,4708,1891,1676,5,RWD,5,6,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,550,Multi-link,11.0,-,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,No,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,No,No,No,No,No,LED,Digital
BMW,X3,xDrive20i (G45),SUV,1480000000,208,330,216,Monocoque,0,0.0,2000T,AT,Petrol,2550,19,245/50,2865,4755,1920,1660,5,AWD,5,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,570,Multi-link,11.0,-,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,No,No,No,No,No,LED,Digital
BMW,X3,xDrive20i M Sport,SUV,1480000000,184,300,204,Monocoque,0,0.0,2000T,AT,Petrol,2400,19,245/50,2864,4708,1891,1676,5,AWD,5,6,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,550,Multi-link,11.0,-,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,No,No,No,No,Yes,LED,Digital
BMW,X3,xDrive30i M Sport,SUV,1635000000,245,350,204,Monocoque,0,0.0,2000T,AT,Petrol,2450,20,245/45,2864,4708,1891,1676,5,AWD,5,6,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,550,Multi-link,10.2,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,No,No,No,No,Yes,LED,Digital
BMW,X4,xDrive30i M Sport,SUV,1735000000,245,350,204,Monocoque,0,0.0,2000T,AT,Petrol,2460,20,245/45,2864,4751,1918,1621,5,AWD,5,6,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,525,Multi-link,10.2,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,No,No,No,No,Yes,LED,Digital
BMW,X5,xDrive40i M Sport,SUV,1995000000,381,520,214,Monocoque,0,0.0,3000T,AT,Petrol,2860,21,275/40,2975,4935,2004,1765,7,AWD,5,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,650,Multi-link,11.0,-,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,Yes,Yes (Front),No,No,No,Yes,LED,Digital
BMW,X6,xDrive40i M Sport,SUV,2380000000,381,520,216,Monocoque,0,0.0,3000T,AT,Petrol,2840,21,275/40,2975,4960,2004,1700,5,AWD,5,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,580,Multi-link,11.0,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,Yes,Yes (Front),No,No,Yes,Yes,LED,Digital
BMW,X7,xDrive40i M Sport,SUV,2820000000,381,520,221,Monocoque,0,0.0,3000T,AT,Petrol,3160,22,275/40,3105,5181,2000,1835,7,AWD,5,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,326,Multi-link,11.0,-,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front & Rear),Yes,LED,Yes,Yes (Front),Yes (Front),No,Yes,Yes,LED,Digital
BMW,XM,50e (PHEV),SUV,3450000000,476,700,220,Monocoque,83,25.7,3000T,AT,PHEV,3300,22,275/40,3105,5110,2005,1755,5,AWD,5,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,527,Multi-link,11.0,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,None,Yes,Yes (Front),Yes,LED,No,Yes (Front),Yes (Front),No,Yes,Yes,LED,Digital
BMW,XM,Label (PHEV),SUV,6750000000,748,1000,220,Monocoque,83,25.7,4400T,AT,PHEV,3350,23,275/35,3105,5110,2005,1755,5,AWD,5,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,527,Multi-link,10.5,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,None,Yes,Yes (Front),Yes,LED,No,Yes (Front),Yes (Front),No,Yes,Yes,LED,Digital
BMW,XM,Standard (PHEV),SUV,6410000000,653,800,220,Monocoque,88,25.7,4400T,AT,PHEV,3350,23,275/35,3105,5110,2005,1755,5,AWD,5,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,527,Multi-link,10.5,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,None,Yes,Yes (Front),Yes,LED,No,Yes (Front),Yes (Front),No,Yes,Yes,LED,Digital
BMW,Z4,M40i,Roadster,2200000000,387,500,117,Monocoque,0,0.0,3000T,AT,Petrol,2190,19,255/35,2470,4324,1864,1304,2,RWD,2,4,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,281,Multi-link,10.2,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,None,No,Yes (Front),Yes,LED,No,No,No,No,No,Yes,LED,Digital
BMW,Z4,sDrive30i M Sport,Roadster,1800000000,258,400,117,Monocoque,0,0.0,2000T,AT,Petrol,2055,19,255/35,2470,4324,1864,1304,2,RWD,2,4,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,281,Multi-link,10.2,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,None,No,Yes (Front),Yes,LED,No,No,No,No,No,No,LED,Digital
BYD,Atto 1,Dynamic Standard Range,SUV,209000000,75,135,155,Monocoque,300,30.1,0,Single Speed,BEV,1850,16,185/55,2500,3925,1720,1590,5,FWD,5,4,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,265,Torsion Beam,0.0,LFP,Tilt,Wireless,Wireless,Synthetic Leather,Electric,Yes,No,Yes,None,No,No,No,LED,No,No,No,No,No,No,LED,Digital
BYD,Atto 1,Premium Extended Range,SUV,235000000,177,290,155,Monocoque,401,38.9,0,Single Speed,BEV,1915,16,185/55,2500,3925,1720,1590,5,FWD,5,6,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,265,Torsion Beam,0.0,LFP,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,Yes,Yes,None,No,Yes (Driver),No,LED,No,No,No,No,No,No,LED,Digital
BYD,Atto 3,Advanced Standard Range,SUV,390000000,204,310,175,Monocoque,410,49.9,0,Single Speed,BEV,2200,18,215/55,2720,4455,1875,1615,5,FWD,5,7,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,440,Multi-link,0.0,LFP,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,No,No,No,No,No,LED,Digital
BYD,Atto 3,Superior Extended Range,SUV,520000000,204,310,175,Monocoque,480,60.4,0,Single Speed,BEV,2230,18,215/55,2720,4455,1875,1615,5,FWD,5,7,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,440,Multi-link,0.0,LFP,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital
BYD,Dolphin,Dynamic Standard Range,Hatchback,369000000,95,180,130,Monocoque,410,44.9,0,Single Speed,BEV,2050,16,195/60,2700,4290,1770,1570,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,345,Torsion Beam,0.0,LFP,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,No,Yes,None,No,No,No,LED,No,No,No,No,No,No,LED,Digital
BYD,Dolphin,Premium Extended Range,Hatchback,429000000,204,310,130,Monocoque,490,60.4,0,Single Speed,BEV,2108,17,205/50,2700,4290,1770,1570,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,345,Multi-link,0.0,LFP,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,Yes,Yes,Panoramic,No,Yes (Front),No,LED,No,Yes (Front),No,No,No,No,LED,Digital
