BRAND,MODEL,VARIAN,BODY TYPE,HARGAOTR,HORSE POWER (HP),TORQUE (Nm),GROUND CLEARENCE,CHASSIS,EV_RANGE_KM,BATTERY (KWH),CC,TRANSMISSION,FUEL,WEIGHT (GVW),WHEEL (Inch),TYRE,WHEELBASE,LONG,WIDTH,HEIGHT,SEAT,DRIVE_SYS,DOOR,AIRBAGS,ABS,EBD,ESC,TCS,AEB,ACC,LKA,RCTA,ACC_STOP_GO,LANE_CENTERING,DRIVER_MONITOR_CAMERA,PARK_SENSOR_FRONT,PARK_SENSOR_REAR,REAR_CAMERA,CAMERA_360,TRUNK_CAPACITY_LITER,TIPE_SUSPENSI_BELAKANG,COMPRESSION_RATIO,TIPE_BATERAI,TILT_TELESCOPIC_STEERING,APPLE_CARPLAY,ANDROID_AUTO,LEATHER_SEAT,PARKING_BRAKE,AUTO_HOLD,WIRELESS_CHARGER,SOFT_TOUCH_INTERIOR,SUNROOF,POWER_TAILGATE,ELECTRIC_SEAT,AMBIENT_LIGHT,HEADLAMP,AIR_SUSPENSION,VENTILATED_SEAT,MASSAGE_SEAT,REAR_SEAT_ENTERTAINMENT,SOFT_CLOSE_DOOR,HEAD_UP_DISPLAY,REAR_LAMP,SPEEDOMETER
Honda,BR-V,Prestige CVT,SUV,342400000,121,145,220,Monocoque,0,0.0,1500,CVT,Petrol,1830,17,215/55,2700,4490,1780,1685,7,FWD,5,4,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,244,Torsion Beam,10.6,-,Tilt,Wired,Wired,Leather,Manual,No,No,Yes,None,No,No,No,LED,No,No,No,No,No,No,LED,Analog
Honda,BR-V,Prestige Honda Sensing,SUV,362400000,121,145,220,Monocoque,0,0.0,1500,CVT,Petrol,1840,17,215/55,2700,4490,1780,1685,7,FWD,5,6,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,244,Torsion Beam,10.6,-,Tilt,Wired,Wired,Leather,Manual,No,No,Yes,None,No,No,No,LED,No,No,No,No,No,No,LED,Analog
Honda,BR-V,S MT,SUV,302300000,121,145,220,Monocoque,0,0.0,1500,MT,Petrol,1790,16,215/60,2700,4490,1780,1685,7,FWD,5,4,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,244,Torsion Beam,10.6,-,Tilt,Wired,Wired,Fabric,Manual,No,No,No,None,No,No,No,LED,No,No,No,No,No,No,LED,Analog
Honda,Brio,RS CVT,City Car,263200000,90,110,165,Monocoque,0,0.0,1200,CVT,Petrol,1530,15,185/55,2405,3815,1680,1485,5,FWD,5,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,258,Torsion Beam,10.1,-,Tilt,Wired,Wired,Fabric,Manual,No,No,No,None,No,No,No,LED,No,No,No,No,No,No,LED,Analog
Honda,Brio,RS MT,City Car,253200000,90,110,165,Monocoque,0,0.0,1200,MT,Petrol,1515,15,185/55,2405,3815,1680,1485,5,FWD,5,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,258,Torsion Beam,10.1,-,Tilt,Wired,Wired,Fabric,Manual,No,No,No,None,No,No,No,LED,No,No,No,No,No,No,LED,Analog
Honda,Brio,Satya E CVT,City Car,200400000,90,110,165,Monocoque,0,0.0,1200,CVT,Petrol,1510,14,175/65,2405,3815,1680,1485,5,FWD,5,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,258,Torsion Beam,10.1,-,Tilt,None,None,Fabric,Manual,No,No,No,None,No,No,No,Halogen,No,No,No,No,No,No,Halogen,Analog
Honda,Brio,Satya E MT,City Car,184800000,90,110,165,Monocoque,0,0.0,1200,MT,Petrol,1490,14,175/65,2405,3815,1680,1485,5,FWD,5,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,258,Torsion Beam,10.1,-,Tilt,None,None,Fabric,Manual,No,No,No,None,No,No,No,Halogen,No,No,No,No,No,No,Halogen,Analog
Honda,Brio,Satya S MT,City Car,171100000,90,110,165,Monocoque,0,0.0,1200,MT,Petrol,1480,14,175/65,2405,3815,1680,1485,5,FWD,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,258,Torsion Beam,10.1,-,Tilt,None,None,Fabric,Manual,No,No,No,None,No,No,No,Halogen,No,No,No,No,No,No,Halogen,Analog
Honda,City,1.5 L Sensing,Sedan,402000000,121,145,165,Monocoque,0,0.0,1500,CVT,Petrol,1675,16,185/55,2600,4553,1748,1467,5,FWD,4,6,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,519,Torsion Beam,10.6,-,Lengkap,Wired,Wired,Leather,Manual,No,No,Yes,None,No,No,No,LED,No,No,No,No,No,No,LED,Analog
Honda,City Hatchback,RS CVT Honda Sensing,Hatchback,384500000,121,145,135,Monocoque,0,0.0,1500,CVT,Petrol,1768,16,185/55,2600,4349,1748,1488,5,FWD,5,6,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,289,Torsion Beam,10.6,-,Lengkap,Wired,Wired,Leather,Manual,No,No,Yes,None,No,No,No,LED,No,No,No,No,No,No,LED,Analog
Honda,Civic,RS 1.5 Turbo,Sedan,616800000,178,240,134,Monocoque,0,0.0,1500T,CVT,Petrol,1905,17,215/50,2735,4678,1802,1415,5,FWD,4,6,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,495,Multi-link,10.3,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,No,Yes,None,No,Yes (Driver),Yes,LED,No,No,No,No,No,No,LED,Digital
Honda,Civic,RS e:HEV,Sedan,699000000,203,315,134,Monocoque,2,01.05,2000,CVT,HEV,2067,17,215/50,2735,4681,1802,1415,5,FWD,4,6,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,410,Multi-link,13.9,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,None,No,Yes (Front),Yes,LED,No,No,No,No,No,No,LED,Digital
Honda,Civic,Type R (FL5),Hatchback,1445000000,315,420,123,Monocoque,0,0.0,2000T,MT,Petrol,1979,19,265/30,2735,4593,1890,1407,4,FWD,5,8,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,410,Multi-link,9.8,-,Lengkap,Wireless,Wireless,Suede,Electric,Yes,Yes,Yes,None,No,No,Yes,LED,No,No,No,No,No,No,LED,Digital
Honda,CR-V,1.5 L Turbo,SUV,759000000,190,240,198,Monocoque,0,0.0,1500T,CVT,Petrol,2200,18,235/60,2660,4691,1866,1681,7,FWD,5,8,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,150,Multi-link,10.3,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Driver),Yes,LED,No,No,No,No,No,No,LED,Digital
Honda,CR-V,2.0 RS e:HEV,SUV,814400000,207,335,198,Monocoque,2,1.1,2000,CVT,HEV,1790,19,235/55,2701,4691,1866,1681,5,FWD,5,8,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,581,Multi-link,13.9,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front & Memory),Yes,LED,No,No,No,No,No,Yes,LED,Digital
Honda,HR-V,1.5 E CVT,SUV,401000000,121,145,196,Monocoque,0,0.0,1500,CVT,Petrol,1800,17,215/60,2610,4330,1790,1590,5,FWD,5,4,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,304,Torsion Beam,10.6,-,Lengkap,Wired,Wired,Synthetic Leather,Electric,Yes,No,Yes,None,No,No,No,LED,No,No,No,No,No,No,LED,Analog
Honda,HR-V,1.5 E+ CVT,SUV,423600000,121,145,196,Monocoque,0,0.0,1500,CVT,Petrol,1810,17,215/60,2610,4330,1790,1590,5,FWD,5,4,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,304,Torsion Beam,10.6,-,Lengkap,Wired,Wired,Synthetic Leather,Electric,Yes,No,Yes,None,No,No,No,LED,No,No,No,No,No,No,LED,Analog
Honda,HR-V,1.5 RS Turbo,SUV,540300000,177,240,196,Monocoque,0,0.0,1500T,CVT,Petrol,1900,18,225/50,2610,4385,1790,1590,5,FWD,5,6,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,304,Torsion Beam,10.6,-,Lengkap,Wired,Wired,Leather,Electric,Yes,No,Yes,None,Yes,No,No,LED,No,No,No,No,No,No,LED,Digital
Honda,HR-V,1.5 SE (Special Edition),SUV,424600000,121,145,196,Monocoque,0,0.0,1500,CVT,Petrol,1830,18,225/50,2610,4330,1790,1590,5,FWD,5,4,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,304,Torsion Beam,10.6,-,Lengkap,Wired,Wired,Synthetic Leather,Electric,Yes,No,Yes,Panoramic,No,No,No,LED,No,No,No,No,No,No,LED,Analog
Honda,HR-V,e:HEV (Hybrid),SUV,449000000,131,253,196,Monocoque,2,1.0,1500,CVT,HEV,1930,17,215/60,2610,4330,1790,1590,5,FWD,5,4,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,304,Torsion Beam,13.5,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Driver),No,LED,No,No,No,No,No,No,LED,Digital
Honda,HR-V,RS e:HEV (Hybrid),SUV,488000000,131,253,196,Monocoque,2,1.0,1500,CVT,HEV,1950,18,225/50,2610,4385,1790,1590,5,FWD,5,6,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,304,Torsion Beam,13.5,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Driver),No,LED,No,No,No,No,No,No,LED,Digital
Honda,Step WGN,e:HEV,MPV,629000000,184,315,155,Monocoque,2,1.0,2000,CVT,HEV,1840,16,205/60,2890,4830,1750,1840,7,FWD,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,300,Torsion Beam,13.5,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,None,Yes,No,Yes,LED,No,No,No,Yes,No,No,LED,Digital
Honda,WR-V,1.5 E CVT,SUV,295700000,121,145,220,Monocoque,0,0.0,1500,CVT,Petrol,1670,16,215/60,2481,4060,1780,1608,5,FWD,5,4,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,380,Torsion Beam,10.6,-,Tilt,Wired,Wired,Fabric,Manual,No,No,No,None,No,No,No,Halogen,No,No,No,No,No,No,LED,Analog
Honda,WR-V,1.5 E MT,SUV,285700000,121,145,220,Monocoque,0,0.0,1500,MT,Petrol,1650,16,215/60,2481,4060,1780,1608,5,FWD,5,4,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,380,Torsion Beam,10.6,-,Tilt,Wired,Wired,Fabric,Manual,No,No,No,None,No,No,No,Halogen,No,No,No,No,No,No,LED,Analog
Honda,WR-V,1.5 RS,SUV,315700000,121,145,220,Monocoque,0,0.0,1500,CVT,Petrol,1690,17,215/55,2481,4060,1780,1608,5,FWD,5,4,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,380,Torsion Beam,10.6,-,Tilt,Wired,Wired,Synthetic Leather,Manual,No,No,Yes,None,No,No,No,LED,No,No,No,No,No,No,LED,Analog
Honda,WR-V,1.5 RS Honda Sensing,SUV,335700000,121,145,220,Monocoque,0,0.0,1500,CVT,Petrol,1700,17,215/55,2481,4060,1780,1608,5,FWD,5,6,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,380,Torsion Beam,10.6,-,Tilt,Wired,Wired,Synthetic Leather,Manual,No,No,Yes,None,No,No,No,LED,No,No,No,No,No,No,LED,Analog
Hyundai,All New Santa Fe,Gasoline 2.5 8AT Calligraphy,SUV,784500000,191,246,177,Monocoque,0,0.0,2497,AT,Petrol,1980,21,245/45,2815,4830,1900,1770,7,FWD,5,6,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,413,Multi-link,13.0,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front & Memory),Yes,LED,No,Yes (Front),Yes (Front),No,No,Yes,LED,Digital
Hyundai,All New Santa Fe,Gasoline 2.5 8AT Prime,SUV,699000000,191,246,177,Monocoque,0,0.0,2497,AT,Petrol,1950,20,255/45,2815,4830,1900,1770,7,FWD,5,6,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,413,Multi-link,13.0,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,None,Yes,Yes (Driver),Yes,LED,No,No,No,No,No,No,LED,Digital
Hyundai,All New Santa Fe,HEV 1.6T 6AT Calligraphy,SUV,869600000,235,367,177,Monocoque,0,1.49,1598T,AT,HEV,2060,20,255/45,2815,4830,1900,1770,7,FWD,5,6,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,413,Multi-link,10.5,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front & Memory),Yes,LED,No,Yes (Front),Yes (Front),No,No,Yes,LED,Digital
Hyundai,All New Santa Fe,HEV 1.6T 6AT Prime,SUV,786300000,235,367,177,Monocoque,0,1.49,1598T,AT,HEV,2050,20,255/45,2815,4830,1900,1770,7,FWD,5,6,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,413,Multi-link,10.5,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,None,Yes,Yes (Driver),Yes,LED,No,No,No,No,No,No,LED,Digital
Hyundai,Creta,Active 1.5 MT (Old),SUV,297300000,115,144,200,Monocoque,0,0.0,1500,MT,Petrol,1615,17,215/60,2610,4315,1790,1630,5,FWD,5,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,416,Torsion Beam,10.5,-,Tilt,Wireless,Wireless,Fabric,Manual,No,No,No,None,No,No,No,Halogen,No,No,No,No,No,No,Halogen,Analog
Hyundai,Creta,Alpha 1.5 IVT (Old),SUV,421800000,115,144,200,Monocoque,0,0.0,1500,CVT,Petrol,1660,17,215/60,2610,4315,1790,1630,5,FWD,5,6,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,416,Torsion Beam,10.5,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,No,No,Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital
Hyundai,Creta,Prime 1.5 IVT (Old),SUV,416800000,115,144,200,Monocoque,0,0.0,1500,CVT,Petrol,1660,17,215/60,2610,4315,1790,1630,5,FWD,5,6,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,416,Torsion Beam,10.5,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,No,No,Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital
Hyundai,Creta,Prime 1.5 Two Tone (Old),SUV,419800000,115,144,200,Monocoque,0,0.0,1500,CVT,Petrol,1660,17,215/60,2610,4315,1790,1630,5,FWD,5,6,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,416,Torsion Beam,10.5,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,No,No,Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital
Hyundai,Creta FL,Active 1.5 MT,SUV,299700000,115,144,200,Monocoque,0,0.0,1500,MT,Petrol,1615,17,215/60,2610,4330,1790,1635,5,FWD,5,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,433,Torsion Beam,10.5,-,Tilt,Wireless,Wireless,Fabric,Manual,No,No,No,None,No,No,No,Halogen,No,No,No,No,No,No,Halogen,Digital
Hyundai,Creta FL,Alpha 1.5 IVT (Matte),SUV,455000000,115,144,200,Monocoque,0,0.0,1500,CVT,Petrol,1660,17,215/60,2610,4330,1790,1635,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,433,Torsion Beam,10.5,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,No,Yes (Driver),Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital
Hyundai,Creta FL,Alpha 1.5 Two Tone,SUV,455000000,115,144,200,Monocoque,0,0.0,1500,CVT,Petrol,1660,17,215/60,2610,4330,1790,1635,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,433,Torsion Beam,10.5,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,No,Yes (Driver),Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital
Hyundai,Creta FL,N Line 1.5 IVT,SUV,460500000,115,144,200,Monocoque,0,0.0,1500,CVT,Petrol,1665,18,215/60,2610,4330,1790,1635,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,433,Torsion Beam,10.5,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,No,Yes (Driver),Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital
Hyundai,Creta FL,N Line 1.5 Turbo,SUV,507280000,160,253,200,Monocoque,0,0.0,1500T,DCT,Petrol,1700,18,215/60,2610,4330,1790,1635,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,433,Torsion Beam,10.5,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,No,Yes (Driver),Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital
Hyundai,Creta FL,N Line 1.5 Turbo Two Tone,SUV,510280000,160,253,200,Monocoque,0,0.0,1500T,DCT,Petrol,1700,18,215/60,2610,4330,1790,1635,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,433,Torsion Beam,10.5,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,No,Yes (Driver),Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital
Hyundai,Creta FL,N Line 1.5 Two Tone,SUV,463500000,115,144,200,Monocoque,0,0.0,1500,CVT,Petrol,1665,18,215/60,2610,4330,1790,1635,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,433,Torsion Beam,10.5,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,No,Yes (Driver),Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital
Hyundai,Creta FL,Prime 1.5 IVT,SUV,426940000,115,144,200,Monocoque,0,0.0,1500,CVT,Petrol,1660,17,215/60,2610,4330,1790,1635,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,433,Torsion Beam,10.5,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,No,Yes (Driver),Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital
Hyundai,Creta FL,Prime 1.5 Two Tone,SUV,429940000,115,144,200,Monocoque,0,0.0,1500,CVT,Petrol,1660,17,215/60,2610,4330,1790,1635,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,433,Torsion Beam,10.5,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,No,Yes (Driver),Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital
Hyundai,Creta FL,Style 1.5 IVT,SUV,396640000,115,144,200,Monocoque,0,0.0,1500,CVT,Petrol,1660,17,215/60,2610,4330,1790,1635,5,FWD,5,6,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,433,Torsion Beam,10.5,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,No,No,Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital
Hyundai,Creta FL,Trend 1.5 IVT,SUV,352140000,115,144,200,Monocoque,0,0.0,1500,CVT,Petrol,1640,17,215/60,2610,4330,1790,1635,5,FWD,5,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,433,Torsion Beam,10.5,-,Lengkap,Wireless,Wireless,Fabric,Electric,Yes,No,Yes,None,No,No,No,LED,No,No,No,No,No,No,LED,Digital
Hyundai,Creta FL,Trend 1.5 MT,SUV,331640000,115,144,200,Monocoque,0,0.0,1500,MT,Petrol,1615,17,215/60,2610,4330,1790,1635,5,FWD,5,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,433,Torsion Beam,10.5,-,Lengkap,Wireless,Wireless,Fabric,Electric,Yes,No,Yes,None,No,No,No,LED,No,No,No,No,No,No,LED,Digital
Hyundai,Ioniq 5,N (High Performance),Crossover,1369000000,650,770,142,Monocoque,448,84.0,0,Single Speed,BEV,2660,21,275/35,3000,4715,1940,1585,5,AWD,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,480,Multi-link,0.0,NMC,Lengkap,Wired,Wired,Suede,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,Yes (Front),No,No,No,Yes,LED,Digital
Hyundai,Ioniq 5,Prime Long Range,Crossover,777000000,217,350,160,Monocoque,481,72.6,0,Single Speed,BEV,2430,19,235/55,3000,4635,1890,1605,5,RWD,5,6,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,527,Multi-link,0.0,NMC,Lengkap,Wired,Wired,Leather,Electric,Yes,Yes,Yes,None,Yes,Yes (Driver),Yes,LED,No,No,No,No,No,No,LED,Digital
Hyundai,Ioniq 5,Prime Standard Range,Crossover,809000000,170,350,160,Monocoque,384,58.0,0,Single Speed,BEV,2370,19,235/55,3000,4635,1890,1605,5,RWD,5,6,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,527,Multi-link,0.0,NMC,Lengkap,Wired,Wired,Leather,Electric,Yes,Yes,Yes,None,Yes,Yes (Driver),Yes,LED,No,No,No,No,No,No,LED,Digital
Hyundai,Ioniq 5,Signature Long Range,Crossover,844600000,217,350,160,Monocoque,451,72.6,0,Single Speed,BEV,2430,20,255/45,3000,4635,1890,1605,5,RWD,5,6,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,527,Multi-link,0.0,NMC,Lengkap,Wired,Wired,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front & Rear),Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital
Hyundai,Ioniq 5,Signature Standard Range,Crossover,797500000,170,350,160,Monocoque,384,58.0,0,Single Speed,BEV,2370,19,235/55,3000,4635,1890,1605,5,RWD,5,6,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,527,Multi-link,0.0,NMC,Lengkap,Wired,Wired,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front & Rear),Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital
Hyundai,Ioniq 6,Signature AWD,Sedan,1237200000,326,605,141,Monocoque,519,77.4,0,Single Speed,BEV,2646,20,245/40,2950,4855,1880,1495,5,AWD,4,6,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,401,Multi-link,0.0,NMC,Lengkap,Wired,Wired,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital
Hyundai,Ioniq 9,Calligraphy AWD,SUV,1700000000,380,700,177,Monocoque,470,110.3,0,Single Speed,BEV,2750,21,285/45,3130,5060,1980,1790,6,AWD,5,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,333,Multi-link,0.0,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front & Rear),Yes,LED,No,Yes (Front & Rear),Yes (Front & Rear),No,Yes,Yes,LED,Digital
Hyundai,Kona EV,N Line Long Range,SUV,615000000,217,255,151,Monocoque,549,65.4,0,Single Speed,BEV,1795,19,235/45,2660,4385,1825,1575,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,466,Multi-link,0.0,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Moonroof,Yes,Yes (Front),Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital
Hyundai,Kona EV,Prime Long Range,SUV,560000000,217,255,151,Monocoque,602,65.4,0,Single Speed,BEV,1765,19,235/45,2660,4355,1825,1575,5,FWD,5,6,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,466,Multi-link,0.0,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,No,Yes,None,No,No,Yes,LED,No,No,No,No,No,No,LED,Digital
Hyundai,Kona EV,Prime Standard Range,SUV,515000000,156,255,151,Monocoque,448,48.4,0,Single Speed,BEV,1690,17,215/60,2660,4355,1825,1575,5,FWD,5,6,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,466,Multi-link,0.0,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,No,Yes,None,No,No,Yes,LED,No,No,No,No,No,No,LED,Digital
Hyundai,Kona EV,Signature Long Range,SUV,590000000,217,255,151,Monocoque,549,65.4,0,Single Speed,BEV,1780,19,235/45,2660,4355,1825,1575,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,466,Multi-link,0.0,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Moonroof,Yes,Yes (Front),Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital
Hyundai,Kona EV,Signature Standard Range,SUV,575000000,156,255,151,Monocoque,448,48.4,0,Single Speed,BEV,1705,19,235/45,2660,4355,1825,1575,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,466,Multi-link,0.0,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Moonroof,Yes,Yes (Front),Yes,LED,No,Yes (Front),No,No,No,No,LED,Digital
Hyundai,Kona EV,Style Standard Range,SUV,499000000,156,255,151,Monocoque,448,48.4,0,Single Speed,BEV,1690,17,215/60,2660,4355,1825,1575,5,FWD,5,6,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,466,Multi-link,0.0,NMC,Lengkap,Wireless,Wireless,Fabric,Electric,Yes,No,Yes,None,No,No,No,LED,No,No,No,No,No,No,LED,Digital
Hyundai,Palisade,Diesel Signature (Facelift),SUV,1044500000,200,440,203,Monocoque,0,0.0,2200T,AT,Diesel,2073,20,245/50,2900,4995,1975,1750,7,FWD,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,311,Multi-link,16.0,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,Yes (Front & Rear),No,No,No,No,LED,Digital
Hyundai,Palisade,Hybrid Calligraphy,SUV,1274000000,235,367,203,Monocoque,2,1.5,1600T,AT,HEV,2180,20,245/50,2900,4995,1975,1750,7,FWD,5,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,311,Multi-link,10.5,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front & Rear),Yes,LED,Yes,Yes (Front & Rear),Yes (Front),No,Yes,Yes,LED,Digital
Hyundai,Palisade,Hybrid Calligraphy AWD,SUV,1345000000,235,367,203,Monocoque,2,1.5,1600T,AT,HEV,2200,20,245/50,2900,4995,1975,1750,7,AWD,5,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,311,Multi-link,10.5,NMC,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front & Rear),Yes,LED,Yes,Yes (Front & Rear),Yes (Front),No,Yes,Yes,LED,Digital
Hyundai,Palisade,Signature AWD,SUV,1215000000,200,440,203,Monocoque,0,0.0,2200T,AT,Diesel,2160,20,245/50,2900,4995,1975,1750,7,AWD,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,311,Multi-link,16.0,-,Lengkap,Wired,Wired,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,Yes (Front & Rear),No,No,No,No,LED,Digital
